tick,lap,progress,speed,to_middle,moving_angle,steering,throttle,brake,collided,obs_count,obs_nearest_dist,target_speed,stuck_ticks,reverse_ticks,elapsed_ms
71,1,4.3,80.4,-2.740,-0.5,0.191,0.828,0.000,false,0,-1.0,105.2,0,0,7770
72,1,4.7,79.2,-2.850,-6.0,0.196,0.974,0.000,false,0,-1.0,108.4,0,0,7880
73,1,4.7,78.6,-3.000,-4.1,0.201,0.992,0.000,false,0,-1.0,108.4,0,0,7986
74,1,4.7,78.8,-3.090,-2.1,0.203,0.988,0.000,false,0,-1.0,108.4,0,0,8096
75,1,4.7,78.6,-3.080,0.2,0.201,0.994,0.000,false,0,-1.0,108.4,0,0,8207
76,1,5.0,79.4,-3.050,-4.1,0.200,1.000,0.000,false,0,-1.0,110.0,0,0,8316
77,1,5.0,79.9,-3.130,-1.4,0.199,1.000,0.000,false,0,-1.0,110.0,0,0,8475
78,1,5.0,81.0,-3.070,1.3,0.194,0.966,0.000,false,0,-1.0,110.0,0,0,8587
79,1,5.0,81.4,-2.870,3.9,0.183,0.952,0.000,false,0,-1.0,110.0,0,0,8720
80,1,5.4,82.7,-2.730,1.2,0.174,0.858,0.000,false,0,-1.0,108.4,0,0,8839
81,1,5.4,84.9,-2.290,4.7,0.154,0.782,0.000,false,0,-1.0,108.4,0,0,9067
82,1,5.8,88.2,-1.240,5.7,0.114,0.354,0.000,false,0,-1.0,98.8,0,0,9413
83,1,7.4,68.4,8.360,5.6,-0.170,0.988,0.000,false,0,-1.0,98.0,0,0,11348
84,1,7.8,67.1,8.940,10.5,-0.254,1.000,0.000,false,0,-1.0,102.8,0,0,11404
85,1,7.8,65.9,9.320,10.4,-0.310,1.000,0.000,false,0,-1.0,102.8,0,0,11522
86,1,7.8,64.2,9.600,9.3,-0.347,1.000,0.000,false,0,-1.0,102.8,0,0,11627
87,1,7.8,61.5,9.830,7.9,-0.372,1.000,0.000,false,0,-1.0,102.8,0,0,11742
88,1,8.5,0.0,5.080,-31.4,-0.233,1.000,0.000,false,0,-1.0,122.0,1,0,15402
89,1,8.5,3.7,5.010,-56.6,-0.176,1.000,0.000,false,0,-1.0,122.0,0,0,15690
90,1,8.5,7.7,4.570,-55.4,-0.131,1.000,0.000,false,0,-1.0,122.0,0,0,16037
91,1,8.5,11.1,4.200,-55.7,-0.097,1.000,0.000,false,0,-1.0,122.0,0,0,16216
92,1,8.5,13.1,3.740,-55.6,-0.067,1.000,0.000,false,0,-1.0,122.0,0,0,16382
93,1,8.5,15.6,3.310,-55.7,-0.041,1.000,0.000,false,0,-1.0,122.0,0,0,16517
94,1,8.5,17.5,2.950,-55.7,-0.019,1.000,0.000,false,0,-1.0,122.0,0,0,16621
95,1,8.5,19.7,2.450,-55.6,0.006,1.000,0.000,false,0,-1.0,122.0,0,0,16779
96,1,8.5,21.9,1.900,-55.5,0.031,1.000,0.000,false,0,-1.0,122.0,0,0,16844
97,1,8.5,23.9,1.350,-55.1,0.057,1.000,0.000,false,0,-1.0,122.0,0,0,16956
98,1,8.5,33.0,-2.230,-53.6,0.174,1.000,0.000,false,0,-1.0,122.0,0,0,17515
99,1,8.5,35.0,-3.120,-51.8,0.230,1.000,0.000,false,0,-1.0,122.0,0,0,17633
100,1,8.9,48.2,-9.850,-48.1,0.451,1.000,0.000,false,0,-1.0,124.4,0,0,18437
101,1,9.3,37.2,-15.370,-35.1,0.665,1.000,0.000,true,0,-1.0,126.0,0,0,19173
102,1,9.3,32.9,-15.570,-12.2,0.720,1.000,0.000,false,0,-1.0,126.0,0,0,19279
103,1,9.3,32.8,-15.640,-3.6,0.745,1.000,0.000,false,0,-1.0,126.0,0,0,19404
104,1,9.3,32.7,-15.560,4.4,0.749,1.000,0.000,false,0,-1.0,126.0,0,0,19496
105,1,9.3,32.6,-15.220,12.6,0.735,1.000,0.000,false,0,-1.0,126.0,0,0,19675
106,1,9.3,33.1,-14.840,20.7,0.712,1.000,0.000,false,0,-1.0,126.0,0,0,19786
107,1,9.3,33.7,-14.440,26.4,0.685,1.000,0.000,false,0,-1.0,126.0,0,0,19888
108,1,9.3,33.7,-13.870,31.7,0.651,1.000,0.000,false,0,-1.0,126.0,0,0,20001
109,1,9.7,34.9,-12.720,37.5,0.595,1.000,0.000,false,0,-1.0,126.8,0,0,20183
110,1,9.7,36.4,-12.050,44.2,0.548,1.000,0.000,false,0,-1.0,126.8,0,0,20287
111,1,9.7,37.8,-11.170,48.6,0.496,1.000,0.000,false,0,-1.0,126.8,0,0,20399
112,1,9.7,38.5,-10.320,52.6,0.446,1.000,0.000,false,0,-1.0,126.8,0,0,20504
113,1,9.7,40.2,-9.280,56.5,0.389,1.000,0.000,false,0,-1.0,126.8,0,0,20614
114,1,9.7,40.2,-8.180,59.5,0.331,1.000,0.000,false,0,-1.0,126.8,0,0,20728
115,1,9.7,41.7,-6.480,63.4,0.253,1.000,0.000,false,0,-1.0,126.8,0,0,20905
116,1,9.7,43.5,-5.260,66.1,0.185,1.000,0.000,false,0,-1.0,126.8,0,0,21015
117,1,9.7,45.3,-3.940,68.9,0.115,1.000,0.000,false,0,-1.0,126.8,0,0,21128
118,1,9.7,47.1,-2.580,70.7,0.045,1.000,0.000,false,0,-1.0,126.8,0,0,21241
119,1,9.7,48.7,-1.310,71.7,-0.022,1.000,0.000,false,0,-1.0,126.8,0,0,21350
120,1,9.7,49.5,0.190,72.2,-0.094,1.000,0.000,false,0,-1.0,126.8,0,0,21455
121,1,9.7,51.3,1.690,72.2,-0.167,1.000,0.000,false,0,-1.0,126.8,0,0,21566
122,1,9.7,52.7,3.240,71.6,-0.241,1.000,0.000,false,0,-1.0,126.8,0,0,21674
123,1,9.7,54.5,4.630,70.5,-0.309,1.000,0.000,false,0,-1.0,126.8,0,0,21782
124,1,9.7,56.1,6.270,68.8,-0.384,1.000,0.000,false,0,-1.0,126.8,0,0,21898
125,1,9.7,57.6,7.890,66.5,-0.457,1.000,0.000,false,0,-1.0,126.8,0,0,22007
126,1,10.1,58.9,9.350,62.3,-0.525,1.000,0.000,false,0,-1.0,126.8,0,0,22108
127,1,10.1,59.0,10.950,59.1,-0.596,1.000,0.000,false,0,-1.0,126.8,0,0,22219
128,1,10.1,57.7,12.450,54.9,-0.663,1.000,0.000,false,0,-1.0,126.8,0,0,22339
129,1,10.1,56.3,13.650,50.5,-0.719,1.000,0.000,false,0,-1.0,126.8,0,0,22438
130,1,10.1,50.8,15.230,44.7,-0.782,1.000,0.000,false,0,-1.0,126.8,0,0,22586
131,1,10.1,47.2,15.950,39.0,-0.820,1.000,0.000,false,0,-1.0,126.8,0,0,22659
132,1,10.1,42.8,16.640,34.0,-0.851,1.000,0.000,false,0,-1.0,126.8,0,0,22769
133,1,10.1,37.7,17.260,27.9,-0.876,1.000,0.000,false,0,-1.0,126.8,0,0,22877
134,1,10.1,33.3,17.650,20.6,-0.889,1.000,0.000,false,0,-1.0,126.8,0,0,22986
135,1,10.5,33.0,17.880,11.4,-0.893,1.000,0.000,false,0,-1.0,126.8,0,0,23100
136,1,10.5,33.2,17.940,3.7,-0.888,1.000,0.000,false,0,-1.0,126.8,0,0,23213
137,1,10.5,33.7,17.890,-3.0,-0.877,1.000,0.000,false,0,-1.0,126.8,0,0,23321
138,1,10.5,33.4,17.720,-9.6,-0.860,1.000,0.000,false,0,-1.0,126.8,0,0,23431
139,1,10.5,34.7,17.410,-16.7,-0.836,1.000,0.000,false,0,-1.0,126.8,0,0,23547
140,1,10.5,35.0,16.900,-24.0,-0.803,1.000,0.000,false,0,-1.0,126.8,0,0,23677
141,1,10.5,36.4,16.410,-30.8,-0.767,1.000,0.000,false,0,-1.0,126.8,0,0,23773
142,1,10.5,37.2,15.700,-36.7,-0.725,1.000,0.000,false,0,-1.0,126.8,0,0,23888
143,1,10.5,38.3,14.900,-42.9,-0.677,1.000,0.000,false,0,-1.0,126.8,0,0,23995
144,1,10.9,44.0,11.230,-55.0,-0.533,1.000,0.000,false,0,-1.0,125.2,0,0,24391
145,1,10.9,42.9,10.110,-65.9,-0.442,1.000,0.000,false,0,-1.0,125.2,0,0,24498
146,1,10.9,41.6,8.610,-70.1,-0.351,1.000,0.000,false,0,-1.0,125.2,0,0,24629
147,1,10.9,39.7,7.520,-73.7,-0.276,1.000,0.000,false,0,-1.0,125.2,0,0,24730
148,1,10.9,40.4,6.100,-77.5,-0.197,1.000,0.000,false,0,-1.0,125.2,0,0,24857
149,1,10.9,40.7,4.450,-80.3,-0.112,1.000,0.000,false,0,-1.0,125.2,0,0,25024
150,1,10.9,40.8,2.560,-83.1,-0.019,1.000,0.000,false,0,-1.0,125.2,0,0,25193
151,1,10.9,40.8,1.790,-84.3,0.040,1.000,0.000,false,0,-1.0,125.2,0,0,25233
152,1,10.9,41.0,0.510,-84.3,0.107,1.000,0.000,false,0,-1.0,125.2,0,0,25346
153,1,10.9,41.5,-0.590,-84.0,0.166,1.000,0.000,false,0,-1.0,125.2,0,0,25457
154,1,10.9,41.4,-1.890,-83.2,0.228,1.000,0.000,false,0,-1.0,125.2,0,0,25566
155,1,10.9,42.7,-3.200,-81.9,0.289,1.000,0.000,false,0,-1.0,125.2,0,0,25673
156,1,10.9,43.1,-4.520,-80.1,0.351,1.000,0.000,false,0,-1.0,125.2,0,0,25785
157,1,10.9,44.4,-5.670,-78.0,0.406,1.000,0.000,false,0,-1.0,125.2,0,0,25891
158,1,10.9,45.3,-7.030,-75.5,0.466,1.000,0.000,false,0,-1.0,125.2,0,0,26001
159,1,10.9,46.3,-8.390,-72.7,0.525,1.000,0.000,false,0,-1.0,125.2,0,0,26115
160,1,10.9,47.9,-9.780,-68.9,0.585,1.000,0.000,false,0,-1.0,125.2,0,0,26221
161,1,10.9,48.2,-10.960,-65.5,0.639,1.000,0.000,false,0,-1.0,125.2,0,0,26331
162,1,10.9,47.1,-12.290,-61.3,0.695,1.000,0.000,false,0,-1.0,125.2,0,0,26473
163,1,10.9,45.9,-13.550,-56.3,0.748,1.000,0.000,false,0,-1.0,125.2,0,0,26554
164,1,10.9,41.7,-14.630,-50.9,0.794,1.000,0.000,false,0,-1.0,125.2,0,0,26662
165,1,10.9,36.8,-15.490,-45.4,0.831,1.000,0.000,false,0,-1.0,125.2,0,0,26773
166,1,10.9,13.5,-15.720,-20.6,0.829,1.000,0.000,true,0,-1.0,125.2,0,0,26890
167,1,11.2,15.8,-15.840,-13.9,0.823,1.000,0.000,false,0,-1.0,125.2,0,0,27009
168,1,11.2,17.3,-15.950,-13.8,0.821,1.000,0.000,false,0,-1.0,125.2,0,0,27115
169,1,11.2,18.9,-16.050,-9.5,0.818,1.000,0.000,false,0,-1.0,125.2,0,0,27226
170,1,11.2,19.8,-16.100,-4.5,0.812,1.000,0.000,false,0,-1.0,125.2,0,0,27336
171,1,11.2,21.8,-16.060,2.0,0.801,1.000,0.000,false,0,-1.0,125.2,0,0,27571
172,1,11.2,22.3,-15.930,9.2,0.785,1.000,0.000,false,0,-1.0,125.2,0,0,27676
173,1,11.2,24.0,-15.770,14.9,0.766,1.000,0.000,false,0,-1.0,125.2,0,0,27774
174,1,11.2,26.1,-15.500,19.9,0.744,1.000,0.000,false,0,-1.0,125.2,0,0,27882
175,1,11.2,26.6,-15.140,25.2,0.718,1.000,0.000,false,0,-1.0,125.2,0,0,27993
176,1,11.2,28.6,-14.700,30.8,0.688,1.000,0.000,false,0,-1.0,125.2,0,0,28106
177,1,11.2,30.5,-14.160,36.0,0.654,1.000,0.000,false,0,-1.0,125.2,0,0,28217
178,1,11.2,32.5,-13.510,41.1,0.615,1.000,0.000,false,0,-1.0,125.2,0,0,28329
179,1,11.2,34.2,-12.860,45.7,0.575,1.000,0.000,false,0,-1.0,125.2,0,0,28433
180,1,11.2,36.1,-12.010,50.1,0.529,1.000,0.000,false,0,-1.0,125.2,0,0,28545
181,1,11.2,38.0,-11.070,54.5,0.478,1.000,0.000,false,0,-1.0,125.2,0,0,28656
182,1,11.6,38.7,-10.200,57.4,0.428,1.000,0.000,false,0,-1.0,124.4,0,0,28765
183,1,11.6,40.3,-8.920,61.4,0.366,1.000,0.000,false,0,-1.0,124.4,0,0,28897
184,1,11.6,42.0,-7.590,64.4,0.299,1.000,0.000,false,0,-1.0,124.4,0,0,29024
185,1,11.6,43.8,-6.300,67.9,0.231,1.000,0.000,false,0,-1.0,124.4,0,0,29139
186,1,11.6,45.7,-4.960,69.6,0.162,1.000,0.000,false,0,-1.0,124.4,0,0,29248
187,1,11.6,47.8,-3.360,72.3,0.085,1.000,0.000,false,0,-1.0,124.4,0,0,29372
188,1,11.6,49.6,-2.020,73.9,0.013,1.000,0.000,false,0,-1.0,124.4,0,0,29485
189,1,11.6,51.5,-0.400,74.7,-0.065,1.000,0.000,false,0,-1.0,124.4,0,0,29596
190,1,11.6,53.0,0.960,75.0,-0.135,1.000,0.000,false,0,-1.0,124.4,0,0,29703
191,1,11.6,54.8,2.630,74.7,-0.213,1.000,0.000,false,0,-1.0,124.4,0,0,29813
192,1,11.6,56.6,4.300,73.8,-0.292,1.000,0.000,false,0,-1.0,124.4,0,0,29924
193,1,11.6,58.0,5.800,72.4,-0.365,1.000,0.000,false,0,-1.0,124.4,0,0,30030
194,1,11.6,59.6,7.570,70.4,-0.445,1.000,0.000,false,0,-1.0,124.4,0,0,30141
195,1,11.6,61.1,9.320,67.5,-0.523,1.000,0.000,false,0,-1.0,124.4,0,0,30249
196,1,11.6,61.4,10.820,64.5,-0.595,1.000,0.000,false,0,-1.0,124.4,0,0,30359
197,1,11.6,60.1,12.500,60.7,-0.669,1.000,0.000,false,0,-1.0,124.4,0,0,30469
198,1,11.6,58.5,14.040,55.9,-0.737,1.000,0.000,false,0,-1.0,124.4,0,0,30577
199,1,12.0,56.4,15.420,49.6,-0.798,1.000,0.000,false,0,-1.0,123.6,0,0,30712
200,1,12.0,51.5,16.850,43.1,-0.857,1.000,0.000,false,0,-1.0,123.6,0,0,30826
201,1,12.0,47.1,17.640,36.6,-0.895,1.000,0.000,false,0,-1.0,123.6,0,0,30939
202,1,12.0,41.9,18.390,30.4,-0.926,1.000,0.000,false,0,-1.0,123.6,0,0,31050
203,1,12.0,36.1,18.930,22.3,-0.946,1.000,0.000,false,0,-1.0,123.6,0,0,31175
204,1,12.0,31.7,19.180,13.9,-0.952,1.000,0.000,false,0,-1.0,123.6,0,0,31283
205,1,12.0,31.5,19.270,5.0,-0.948,1.000,0.000,false,0,-1.0,123.6,0,0,31395
206,1,12.0,31.9,19.230,-2.7,-0.937,1.000,0.000,false,0,-1.0,123.6,0,0,31502
207,1,12.4,32.3,19.050,-10.6,-0.917,1.000,0.000,false,0,-1.0,122.8,0,0,31615
208,1,12.4,32.4,18.740,-18.0,-0.892,1.000,0.000,false,0,-1.0,122.8,0,0,31723
209,1,12.4,33.5,18.290,-25.4,-0.860,1.000,0.000,false,0,-1.0,122.8,0,0,31831
210,1,12.4,34.0,17.790,-32.0,-0.824,1.000,0.000,false,0,-1.0,122.8,0,0,31942
211,1,12.4,35.6,17.100,-38.7,-0.782,1.000,0.000,false,0,-1.0,122.8,0,0,32056
212,1,12.4,36.0,16.300,-45.1,-0.733,1.000,0.000,false,0,-1.0,122.8,0,0,32165
213,1,12.4,37.6,15.410,-51.3,-0.681,1.000,0.000,false,0,-1.0,122.8,0,0,32271
214,1,12.4,39.1,14.550,-56.8,-0.628,1.000,0.000,false,0,-1.0,122.8,0,0,32380
215,1,12.4,40.8,13.440,-61.7,-0.568,1.000,0.000,false,0,-1.0,122.8,0,0,32491
216,1,12.4,41.3,12.250,-66.6,-0.503,1.000,0.000,false,0,-1.0,122.8,0,0,32600
217,1,12.4,40.5,11.040,-71.1,-0.436,1.000,0.000,false,0,-1.0,122.8,0,0,32717
218,1,12.4,39.4,9.810,-75.5,-0.368,1.000,0.000,false,0,-1.0,122.8,0,0,32833
219,1,12.4,36.2,8.640,-79.4,-0.302,1.000,0.000,false,0,-1.0,122.8,0,0,32943
220,1,12.4,36.0,7.520,-82.5,-0.238,1.000,0.000,false,0,-1.0,122.8,0,0,33055
221,1,12.4,36.2,6.390,-85.4,-0.175,1.000,0.000,false,0,-1.0,122.8,0,0,33167
222,1,12.4,36.3,5.260,-86.7,-0.114,1.000,0.000,false,0,-1.0,122.8,0,0,33281
223,1,12.4,36.7,4.120,-88.5,-0.054,1.000,0.000,false,0,-1.0,122.8,0,0,33386
224,1,12.4,37.4,3.130,-89.3,0.001,1.000,0.000,false,0,-1.0,122.8,0,0,33492
225,1,12.4,37.5,1.950,-89.5,0.059,1.000,0.000,false,0,-1.0,122.8,0,0,33604
226,1,12.4,38.8,0.760,-89.4,0.117,1.000,0.000,false,0,-1.0,122.8,0,0,33715
227,1,12.4,39.0,-0.460,-88.7,0.175,1.000,0.000,false,0,-1.0,122.8,0,0,33822
228,1,12.4,40.7,-1.710,-87.6,0.234,1.000,0.000,false,0,-1.0,122.8,0,0,33933
229,1,12.4,41.9,-2.810,-86.3,0.287,1.000,0.000,false,0,-1.0,122.8,0,0,34042
230,1,12.4,42.5,-4.120,-84.6,0.346,1.000,0.000,false,0,-1.0,122.8,0,0,34152
231,1,12.4,44.3,-5.470,-82.3,0.406,1.000,0.000,false,0,-1.0,122.8,0,0,34264
232,1,12.4,45.9,-6.850,-79.7,0.466,1.000,0.000,false,0,-1.0,122.8,0,0,34370
233,1,12.4,47.4,-8.060,-77.1,0.522,1.000,0.000,false,0,-1.0,122.8,0,0,34477
234,1,12.4,48.8,-9.510,-73.5,0.583,1.000,0.000,false,0,-1.0,122.8,0,0,34588
235,1,12.8,47.8,-10.950,-70.9,0.646,1.000,0.000,false,0,-1.0,120.4,0,0,34699
236,1,12.8,46.6,-12.310,-66.2,0.705,1.000,0.000,false,0,-1.0,120.4,0,0,34813
237,1,12.8,42.0,-13.540,-61.4,0.759,1.000,0.000,false,0,-1.0,120.4,0,0,34918
238,1,12.8,36.9,-14.590,-56.2,0.805,1.000,0.000,false,0,-1.0,120.4,0,0,35037
239,1,12.8,33.6,-15.340,-50.3,0.839,1.000,0.000,false,0,-1.0,120.4,0,0,35139
240,1,12.8,6.0,-15.370,-3.8,0.811,1.000,0.000,true,0,-1.0,120.4,0,0,35253
241,1,12.8,8.1,-15.440,-17.6,0.808,1.000,0.000,false,0,-1.0,120.4,0,0,35364
242,1,12.8,10.0,-15.550,-23.5,0.814,1.000,0.000,false,0,-1.0,120.4,0,0,35476
243,1,12.8,11.8,-15.680,-20.7,0.818,1.000,0.000,false,0,-1.0,120.4,0,0,35583
244,1,12.8,13.4,-15.780,-17.6,0.819,1.000,0.000,false,0,-1.0,120.4,0,0,35692
245,1,12.8,14.6,-15.890,-14.2,0.819,1.000,0.000,false,0,-1.0,120.4,0,0,35803
246,1,12.8,15.6,-15.980,-10.2,0.817,1.000,0.000,false,0,-1.0,120.4,0,0,35914
247,1,12.8,17.2,-16.030,-5.5,0.812,1.000,0.000,false,0,-1.0,120.4,0,0,36026
248,1,12.8,18.2,-16.040,-1.1,0.805,1.000,0.000,false,0,-1.0,120.4,0,0,36141
249,1,12.8,20.4,-15.990,4.1,0.795,1.000,0.000,false,0,-1.0,120.4,0,0,36254
250,1,12.8,22.3,-15.890,9.1,0.781,1.000,0.000,false,0,-1.0,120.4,0,0,36361
251,1,12.8,23.1,-15.710,14.1,0.765,1.000,0.000,false,0,-1.0,120.4,0,0,36473
252,1,12.8,25.1,-15.460,19.7,0.744,1.000,0.000,false,0,-1.0,120.4,0,0,36584
253,1,12.8,26.9,-15.170,24.6,0.721,1.000,0.000,false,0,-1.0,120.4,0,0,36692
254,1,13.2,29.0,-14.740,28.4,0.695,1.000,0.000,false,0,-1.0,116.4,0,0,36802
255,1,13.2,31.0,-14.200,33.8,0.663,1.000,0.000,false,0,-1.0,116.4,0,0,36913
256,1,13.2,33.0,-13.570,39.0,0.626,1.000,0.000,false,0,-1.0,116.4,0,0,37027
257,1,13.2,34.8,-12.820,44.0,0.584,1.000,0.000,false,0,-1.0,116.4,0,0,37139
258,1,13.2,36.6,-12.070,48.6,0.539,1.000,0.000,false,0,-1.0,116.4,0,0,37242
259,1,13.2,37.0,-11.280,52.6,0.494,1.000,0.000,false,0,-1.0,116.4,0,0,37346
