tick,lap,progress,speed,to_middle,moving_angle,steering,throttle,brake,collided,obs_count,obs_nearest_dist,target_speed,stuck_ticks,reverse_ticks,elapsed_ms
75,1,1.2,55.9,0.480,0.3,-0.025,1.000,0.000,false,0,-1.0,125.2,0,0,8097
76,1,1.2,57.4,0.480,0.1,-0.024,1.000,0.000,false,0,-1.0,125.2,0,0,8206
77,1,1.5,59.2,0.490,0.4,-0.021,1.000,0.000,false,0,-1.0,121.2,0,0,8316
78,1,1.5,60.9,0.490,0.2,-0.019,1.000,0.000,false,0,-1.0,121.2,0,0,8426
79,1,1.5,62.6,0.490,-0.1,-0.018,1.000,0.000,false,0,-1.0,121.2,0,0,8536
80,1,1.5,64.3,0.480,-0.2,-0.016,1.000,0.000,false,0,-1.0,121.2,0,0,8646
81,1,1.5,65.8,0.470,-0.4,-0.015,1.000,0.000,false,0,-1.0,121.2,0,0,8755
82,1,1.9,67.5,0.450,-0.6,-0.009,1.000,0.000,false,0,-1.0,117.2,0,0,8866
83,1,1.9,69.2,0.420,-0.8,-0.005,1.000,0.000,false,0,-1.0,117.2,0,0,8978
84,1,1.9,70.9,0.390,-0.9,-0.003,1.000,0.000,false,0,-1.0,117.2,0,0,9086
85,1,1.9,72.6,0.350,-1.0,-0.000,1.000,0.000,false,0,-1.0,117.2,0,0,9197
86,1,1.9,74.0,0.310,-1.0,0.002,1.000,0.000,false,0,-1.0,117.2,0,0,9305
87,1,2.3,75.7,0.250,-1.7,0.011,1.000,0.000,false,0,-1.0,111.6,0,0,9413
88,1,2.3,77.3,0.180,-1.7,0.016,1.000,0.000,false,0,-1.0,111.6,0,0,9522
89,1,2.3,79.0,0.110,-1.6,0.019,1.000,0.000,false,0,-1.0,111.6,0,0,9635
90,1,2.3,80.4,0.050,-1.5,0.022,1.000,0.000,false,0,-1.0,111.6,0,0,9740
91,1,2.7,82.0,-0.030,-2.6,0.036,0.827,0.000,false,0,-1.0,106.8,0,0,9848
92,1,2.7,83.6,-0.140,-2.4,0.044,0.773,0.000,false,0,-1.0,106.8,0,0,9958
93,1,2.7,85.2,-0.240,-2.1,0.048,0.722,0.000,false,0,-1.0,106.8,0,0,10067
94,1,2.7,86.4,-0.310,-1.8,0.050,0.679,0.000,false,0,-1.0,106.8,0,0,10176
95,1,3.1,87.8,-0.430,-3.3,0.068,0.552,0.000,false,0,-1.0,104.4,0,0,10286
96,1,3.1,88.8,-0.510,-2.9,0.074,0.522,0.000,false,0,-1.0,104.4,0,0,10474
97,1,3.1,90.7,-0.700,-2.1,0.082,0.456,0.000,false,0,-1.0,104.4,0,0,10587
98,1,3.5,91.0,-0.810,-3.9,0.099,0.393,0.000,false,0,-1.0,102.8,0,0,10702
99,1,3.5,91.0,-0.850,-3.4,0.101,0.392,0.000,false,0,-1.0,102.8,0,0,10838
100,1,3.5,90.9,-1.070,-2.4,0.111,0.397,0.000,false,0,-1.0,102.8,0,0,10950
101,1,3.5,90.6,-1.110,-1.0,0.107,0.408,0.000,false,0,-1.0,102.8,0,0,11058
102,1,3.9,89.7,-1.240,-3.9,0.127,0.465,0.000,false,0,-1.0,103.6,0,0,11167
103,1,3.9,87.6,-1.380,-2.7,0.134,0.535,0.000,false,0,-1.0,103.6,0,0,11298
104,1,3.9,86.1,-1.440,-1.4,0.133,0.585,0.000,false,0,-1.0,103.6,0,0,11403
105,1,4.3,84.4,-1.460,-5.7,0.147,0.694,0.000,false,0,-1.0,105.2,0,0,11515
106,1,4.3,82.8,-1.660,-4.3,0.157,0.747,0.000,false,0,-1.0,105.2,0,0,11624
107,1,4.3,80.9,-1.810,-2.5,0.159,0.811,0.000,false,0,-1.0,105.2,0,0,11774
108,1,4.3,79.8,-1.840,-0.8,0.153,0.847,0.000,false,0,-1.0,105.2,0,0,11878
109,1,4.7,78.7,-2.010,-6.3,0.170,0.991,0.000,false,0,-1.0,108.4,0,0,12032
110,1,4.7,78.8,-2.200,-4.2,0.176,0.986,0.000,false,0,-1.0,108.4,0,0,12162
111,1,4.7,79.1,-2.300,-2.2,0.173,0.976,0.000,false,0,-1.0,108.4,0,0,12269
112,1,4.7,79.7,-2.310,-0.2,0.165,0.958,0.000,false,0,-1.0,108.4,0,0,12380
113,1,5.0,80.0,-2.420,-4.9,0.177,0.999,0.000,false,0,-1.0,110.0,0,0,12490
114,1,5.0,81.2,-2.560,-3.1,0.180,0.960,0.000,false,0,-1.0,110.0,0,0,12598
115,1,5.0,82.2,-2.600,-1.1,0.174,0.927,0.000,false,0,-1.0,110.0,0,0,12710
116,1,5.0,82.6,-2.560,1.0,0.164,0.912,0.000,false,0,-1.0,110.0,0,0,12823
117,1,5.4,83.8,-2.560,-2.3,0.167,0.820,0.000,false,0,-1.0,108.4,0,0,12931
118,1,5.4,84.9,-2.570,-0.2,0.163,0.782,0.000,false,0,-1.0,108.4,0,0,13040
119,1,5.4,85.9,-2.510,1.6,0.153,0.750,0.000,false,0,-1.0,108.4,0,0,13151
120,1,5.4,87.0,-2.340,3.5,0.136,0.715,0.000,false,0,-1.0,108.4,0,0,13264
121,1,5.8,88.0,-2.220,1.0,0.136,0.360,0.000,false,0,-1.0,98.8,0,0,13370
122,1,5.8,88.8,-2.080,2.9,0.124,0.333,0.000,false,0,-1.0,98.8,0,0,13480
123,1,5.8,88.8,-1.890,4.6,0.109,0.333,0.000,false,0,-1.0,98.8,0,0,13588
124,1,5.8,88.7,-1.580,6.2,0.086,0.336,0.000,false,0,-1.0,98.8,0,0,13704
125,1,6.2,88.5,-1.360,4.0,0.085,0.237,0.000,false,0,-1.0,95.6,0,0,13810
126,1,6.2,88.1,-1.090,5.6,0.069,0.249,0.000,false,0,-1.0,95.6,0,0,13949
127,1,6.2,86.4,-0.750,7.0,0.047,0.306,0.000,false,0,-1.0,95.6,0,0,14040
128,1,6.6,84.6,-0.400,4.6,0.043,0.340,0.000,false,0,-1.0,94.8,0,0,14150
129,1,6.6,82.8,-0.150,5.5,0.033,0.400,0.000,false,0,-1.0,94.8,0,0,14263
130,1,6.6,81.3,0.100,6.3,0.019,0.451,0.000,false,0,-1.0,94.8,0,0,14370
131,1,6.6,79.5,0.400,6.8,0.002,0.510,0.000,false,0,-1.0,94.8,0,0,14481
132,1,7.0,77.8,0.690,3.6,0.007,0.620,0.000,false,0,-1.0,96.4,0,0,14595
133,1,7.0,76.2,0.850,3.9,0.004,0.673,0.000,false,0,-1.0,96.4,0,0,14701
134,1,7.0,74.8,1.020,4.1,-0.004,0.722,0.000,false,0,-1.0,96.4,0,0,14810
135,1,7.0,73.6,1.170,4.2,-0.011,0.760,0.000,false,0,-1.0,96.4,0,0,14917
136,1,7.0,72.4,1.330,4.2,-0.019,0.800,0.000,false,0,-1.0,96.4,0,0,15036
137,1,7.4,71.4,1.370,-0.1,0.007,0.887,0.000,false,0,-1.0,98.0,0,0,15140
138,1,7.4,70.7,1.360,-0.1,0.015,0.909,0.000,false,0,-1.0,98.0,0,0,15248
139,1,7.4,70.7,1.360,-0.1,0.017,0.909,0.000,false,0,-1.0,98.0,0,0,15357
140,1,7.4,71.5,1.360,-0.1,0.017,0.883,0.000,false,0,-1.0,98.0,0,0,15468
141,1,7.8,71.6,1.300,-6.9,0.048,1.000,0.000,false,0,-1.0,102.8,0,0,15577
142,1,7.8,72.7,1.040,-6.7,0.069,1.000,0.000,false,0,-1.0,102.8,0,0,15694
143,1,7.8,73.0,0.790,-6.3,0.082,0.994,0.000,false,0,-1.0,102.8,0,0,15798
144,1,7.8,74.4,0.560,-5.7,0.091,0.948,0.000,false,0,-1.0,102.8,0,0,15911
145,1,7.8,75.6,0.380,-5.1,0.097,0.908,0.000,false,0,-1.0,102.8,0,0,16017
146,1,8.1,77.0,-0.400,-21.2,0.151,1.000,0.000,false,0,-1.0,115.6,0,0,16129
147,1,8.1,77.8,-1.240,-20.2,0.193,1.000,0.000,false,0,-1.0,115.6,0,0,16236
148,1,8.1,78.7,-2.030,-18.9,0.227,1.000,0.000,false,0,-1.0,115.6,0,0,16346
149,1,8.1,79.9,-2.770,-17.3,0.257,1.000,0.000,false,0,-1.0,115.6,0,0,16458
150,1,8.5,81.0,-3.460,-23.7,0.292,1.000,0.000,false,0,-1.0,122.0,0,0,16564
151,1,8.5,82.1,-4.400,-21.6,0.334,1.000,0.000,false,0,-1.0,122.0,0,0,16678
152,1,8.9,85.8,-7.110,-18.4,0.463,1.000,0.000,false,0,-1.0,124.4,0,0,17161
153,1,8.9,86.8,-7.700,-9.5,0.447,1.000,0.000,false,0,-1.0,124.4,0,0,17318
154,1,8.9,87.1,-7.870,-5.8,0.430,1.000,0.000,false,0,-1.0,124.4,0,0,17333
155,1,9.3,87.6,-8.000,-4.8,0.424,1.000,0.000,false,0,-1.0,126.0,0,0,17451
156,1,9.3,88.0,-8.030,-0.6,0.410,1.000,0.000,false,0,-1.0,126.0,0,0,17586
157,1,9.3,88.4,-7.770,4.4,0.376,1.000,0.000,false,0,-1.0,126.0,0,0,17732
158,1,9.3,88.5,-7.520,8.2,0.348,1.000,0.000,false,0,-1.0,126.0,0,0,17781
159,1,9.7,89.6,-6.020,12.3,0.246,1.000,0.000,false,0,-1.0,126.8,0,0,18056
160,1,9.7,90.9,-3.890,21.5,0.103,1.000,0.000,false,0,-1.0,126.8,0,0,18328
161,1,10.1,93.3,-0.500,29.0,-0.105,1.000,0.000,false,0,-1.0,126.8,0,0,18893
162,1,10.5,98.4,5.440,36.2,-0.449,0.948,0.000,false,0,-1.0,126.8,0,0,18960
163,1,10.9,107.8,18.170,40.0,-1.000,0.580,0.000,false,0,-1.0,125.2,0,0,19696
164,1,11.2,108.2,20.000,36.1,-1.000,0.566,0.000,false,0,-1.0,125.2,0,0,19786
165,1,11.2,73.0,21.230,34.8,-1.000,1.000,0.000,true,0,-1.0,125.2,0,0,19902
166,1,11.2,67.0,21.530,12.8,-1.000,1.000,0.000,false,0,-1.0,125.2,0,0,20016
167,1,11.2,62.4,21.840,5.6,-1.000,1.000,0.000,true,0,-1.0,125.2,0,0,20123
168,1,11.6,60.8,21.600,-6.6,-1.000,1.000,0.000,false,0,-1.0,124.4,0,0,20261
169,1,11.6,58.8,21.280,-9.3,-0.986,1.000,0.000,false,0,-1.0,124.4,0,0,20342
170,1,12.0,25.0,16.780,-29.9,-0.674,1.000,0.000,false,0,-1.0,123.6,0,0,21122
171,1,12.0,20.9,15.830,-65.7,-0.528,1.000,0.000,false,0,-1.0,123.6,0,0,21291
172,1,12.0,22.1,15.270,-71.6,-0.462,1.000,0.000,false,0,-1.0,123.6,0,0,21407
173,1,12.0,23.0,14.570,-74.4,-0.409,1.000,0.000,false,0,-1.0,123.6,0,0,21502
174,1,12.0,24.5,13.850,-77.0,-0.362,1.000,0.000,false,0,-1.0,123.6,0,0,21611
175,1,12.0,26.6,13.060,-79.7,-0.312,1.000,0.000,false,0,-1.0,123.6,0,0,21726
176,1,12.0,27.4,12.220,-81.9,-0.261,1.000,0.000,false,0,-1.0,123.6,0,0,21862
177,1,12.0,29.5,11.220,-84.2,-0.202,1.000,0.000,false,0,-1.0,123.6,0,0,21971
178,1,12.0,31.5,10.270,-85.9,-0.149,1.000,0.000,false,0,-1.0,123.6,0,0,22083
179,1,12.0,33.5,9.260,-87.2,-0.093,1.000,0.000,false,0,-1.0,123.6,0,0,22190
180,1,12.0,34.9,8.180,-88.2,-0.036,1.000,0.000,false,0,-1.0,123.6,0,0,22302
181,1,12.0,36.6,7.220,-88.6,0.012,1.000,0.000,false,0,-1.0,123.6,0,0,22412
182,1,12.0,37.4,6.070,-88.8,0.071,1.000,0.000,false,0,-1.0,123.6,0,0,22521
183,1,12.0,39.3,4.870,-88.4,0.129,1.000,0.000,false,0,-1.0,123.6,0,0,22631
184,1,12.0,41.2,3.620,-87.8,0.188,1.000,0.000,false,0,-1.0,123.6,0,0,22742
185,1,12.0,43.0,2.300,-86.8,0.250,1.000,0.000,false,0,-1.0,123.6,0,0,22852
186,1,12.0,44.6,1.130,-85.4,0.301,1.000,0.000,false,0,-1.0,123.6,0,0,22958
187,1,12.0,46.4,-0.290,-83.7,0.365,1.000,0.000,false,0,-1.0,123.6,0,0,23070
188,1,12.0,48.1,-1.750,-81.4,0.429,1.000,0.000,false,0,-1.0,123.6,0,0,23179
189,1,12.0,49.7,-3.250,-78.7,0.493,1.000,0.000,false,0,-1.0,123.6,0,0,23288
190,1,12.0,51.3,-4.780,-75.4,0.555,1.000,0.000,false,0,-1.0,123.6,0,0,23399
191,1,12.0,52.6,-6.110,-72.0,0.605,1.000,0.000,false,0,-1.0,123.6,0,0,23507
192,1,12.0,54.0,-7.640,-68.0,0.666,1.000,0.000,false,0,-1.0,123.6,0,0,23615
193,1,12.0,55.2,-9.170,-63.2,0.723,1.000,0.000,false,0,-1.0,123.6,0,0,23728
194,1,12.0,56.3,-10.660,-58.1,0.776,1.000,0.000,false,0,-1.0,123.6,0,0,23840
195,1,12.0,56.0,-12.060,-52.3,0.822,1.000,0.000,false,0,-1.0,123.6,0,0,23950
196,1,12.0,53.8,-13.690,-45.3,0.877,1.000,0.000,false,0,-1.0,123.6,0,0,24108
197,1,12.4,52.2,-14.610,-38.7,0.891,1.000,0.000,false,0,-1.0,122.8,0,0,24201
198,1,12.4,50.4,-15.350,-32.2,0.899,1.000,0.000,false,0,-1.0,122.8,0,0,24308
199,1,12.4,45.2,-16.020,-25.5,0.905,1.000,0.000,false,0,-1.0,122.8,0,0,24420
200,1,12.4,40.2,-16.430,-18.0,0.894,1.000,0.000,false,0,-1.0,122.8,0,0,24526
201,1,12.4,35.1,-16.640,-9.9,0.871,1.000,0.000,false,0,-1.0,122.8,0,0,24641
202,1,12.4,30.7,-16.680,-2.2,0.841,1.000,0.000,false,0,-1.0,122.8,0,0,24744
203,1,12.4,30.4,-16.570,6.0,0.802,1.000,0.000,false,0,-1.0,122.8,0,0,24854
204,1,12.4,30.8,-16.350,13.7,0.760,1.000,0.000,false,0,-1.0,122.8,0,0,24964
205,1,12.4,31.6,-16.010,20.1,0.716,1.000,0.000,false,0,-1.0,122.8,0,0,25079
206,1,12.4,32.1,-15.620,25.7,0.673,1.000,0.000,false,0,-1.0,122.8,0,0,25184
207,1,12.8,32.5,-15.100,30.1,0.630,1.000,0.000,false,0,-1.0,120.4,0,0,25298
208,1,12.8,33.4,-14.770,34.4,0.598,1.000,0.000,false,0,-1.0,120.4,0,0,25395
209,1,12.8,33.9,-14.000,38.7,0.540,1.000,0.000,false,0,-1.0,120.4,0,0,25517
210,1,12.8,35.4,-13.320,43.6,0.489,1.000,0.000,false,0,-1.0,120.4,0,0,25616
211,1,12.8,36.7,-12.480,47.7,0.430,1.000,0.000,false,0,-1.0,120.4,0,0,25727
212,1,12.8,37.7,-11.580,51.4,0.370,1.000,0.000,false,0,-1.0,120.4,0,0,25839
213,1,12.8,39.5,-10.590,54.8,0.308,1.000,0.000,false,0,-1.0,120.4,0,0,25947
214,1,12.8,41.4,-9.520,57.7,0.243,1.000,0.000,false,0,-1.0,120.4,0,0,26058
215,1,12.8,41.4,-8.490,59.9,0.184,1.000,0.000,false,0,-1.0,120.4,0,0,26167
216,1,12.8,42.0,-7.340,61.4,0.120,1.000,0.000,false,0,-1.0,120.4,0,0,26287
217,1,12.8,44.1,-5.980,63.1,0.045,1.000,0.000,false,0,-1.0,120.4,0,0,26410
218,1,12.8,46.0,-4.710,64.0,-0.021,1.000,0.000,false,0,-1.0,120.4,0,0,26519
219,1,12.8,47.5,-3.550,64.8,-0.080,1.000,0.000,false,0,-1.0,120.4,0,0,26621
220,1,12.8,48.7,-2.180,64.8,-0.148,1.000,0.000,false,0,-1.0,120.4,0,0,26734
221,1,13.2,50.9,0.010,62.9,-0.255,1.000,0.000,false,0,-1.0,116.4,0,0,26918
222,1,13.2,54.9,3.380,60.8,-0.422,1.000,0.000,false,0,-1.0,116.4,0,0,27177
223,1,13.2,61.7,10.240,52.2,-0.760,1.000,0.000,false,0,-1.0,116.4,0,0,27733
224,1,13.2,61.9,11.220,42.5,-0.732,1.000,0.000,false,0,-1.0,116.4,0,0,27792
225,1,13.2,60.5,12.340,38.5,-0.758,1.000,0.000,false,0,-1.0,116.4,0,0,27902
226,1,13.6,58.7,13.340,32.1,-0.775,1.000,0.000,false,0,-1.0,110.0,0,0,28013
227,1,13.6,57.0,14.060,26.6,-0.784,1.000,0.000,false,0,-1.0,110.0,0,0,28124
228,1,13.6,52.5,14.690,20.7,-0.790,1.000,0.000,false,0,-1.0,110.0,0,0,28232
229,1,13.6,47.3,15.070,14.4,-0.782,1.000,0.000,false,0,-1.0,110.0,0,0,28344
230,1,13.6,43.0,15.250,7.9,-0.764,1.000,0.000,false,0,-1.0,110.0,0,0,28459
231,1,13.6,38.2,15.280,1.4,-0.738,1.000,0.000,false,0,-1.0,110.0,0,0,28564
232,1,13.9,35.3,13.010,-22.9,-0.527,1.000,0.000,false,0,-1.0,103.6,0,0,29202
233,1,13.9,35.4,12.470,-42.3,-0.433,1.000,0.000,false,0,-1.0,103.6,0,0,29264
234,1,13.9,37.3,11.480,-46.0,-0.353,1.000,0.000,false,0,-1.0,103.6,0,0,29415
235,1,13.9,38.6,10.090,-50.9,-0.260,1.000,0.000,false,0,-1.0,103.6,0,0,29589
236,1,13.9,40.1,9.050,-54.7,-0.195,1.000,0.000,false,0,-1.0,103.6,0,0,29691
237,1,14.3,55.2,-2.780,-65.2,0.511,1.000,0.000,false,0,-1.0,101.2,0,0,30733
238,1,14.3,56.2,-4.490,-72.7,0.566,1.000,0.000,false,0,-1.0,101.2,0,0,30844
239,1,14.3,57.7,-5.260,-72.7,0.589,1.000,0.000,false,0,-1.0,101.2,0,0,30956
240,1,14.3,57.7,-5.990,-72.4,0.620,1.000,0.000,false,0,-1.0,101.2,0,0,31072
241,1,14.3,60.8,-8.990,-70.6,0.778,1.000,0.000,false,0,-1.0,101.2,0,0,31174
242,1,14.3,61.5,-10.570,-66.6,0.835,1.000,0.000,false,0,-1.0,101.2,0,0,31283
243,1,14.3,61.6,-12.250,-62.3,0.899,1.000,0.000,false,0,-1.0,101.2,0,0,31388
244,1,14.3,59.5,-14.120,-56.5,0.971,1.000,0.000,false,0,-1.0,101.2,0,0,31507
245,1,14.3,57.1,-15.440,-50.0,1.000,1.000,0.000,false,0,-1.0,101.2,0,0,32740
246,1,14.7,0.0,-17.010,-14.9,0.984,1.000,0.000,true,0,-1.0,100.4,1,0,32825
247,1,14.7,1.0,-17.000,51.9,0.752,1.000,0.000,false,0,-1.0,100.4,2,0,32970
248,1,14.7,2.6,-16.980,39.7,0.729,1.000,0.000,false,0,-1.0,100.4,3,0,33069
249,1,14.7,5.4,-16.840,35.3,0.729,1.000,0.000,false,0,-1.0,100.4,0,0,33246
250,1,14.7,9.0,-16.490,38.2,0.703,1.000,0.000,false,0,-1.0,100.4,0,0,33513
251,1,14.7,10.4,-16.320,41.3,0.685,1.000,0.000,false,0,-1.0,100.4,0,0,33617
252,1,14.7,12.7,-16.060,43.9,0.662,1.000,0.000,false,0,-1.0,100.4,0,0,33732
253,1,14.7,14.6,-15.620,46.8,0.628,1.000,0.000,false,0,-1.0,100.4,0,0,33886
254,1,14.7,17.0,-15.190,50.3,0.593,1.000,0.000,false,0,-1.0,100.4,0,0,34007
255,1,14.7,19.3,-14.710,53.7,0.556,1.000,0.000,false,0,-1.0,100.4,0,0,34128
256,1,14.7,21.7,-14.130,57.0,0.514,1.000,0.000,false,0,-1.0,100.4,0,0,34253
257,1,14.7,23.9,-13.510,60.4,0.470,1.000,0.000,false,0,-1.0,100.4,0,0,34373
258,1,14.7,25.9,-12.880,63.4,0.428,1.000,0.000,false,0,-1.0,100.4,0,0,34467
259,1,14.7,28.0,-12.100,66.3,0.377,1.000,0.000,false,0,-1.0,100.4,0,0,34580
