tick,lap,progress,speed,to_middle,moving_angle,steering,throttle,brake,collided,elapsed_ms
33,1,0.4,9.2,0.040,2.2,-0.020,1.000,0.000,false,4221
34,1,0.4,11.0,0.050,2.1,-0.019,1.000,0.000,false,4326
35,1,0.4,13.1,0.070,2.0,-0.020,1.000,0.000,false,4459
36,1,0.4,13.9,0.080,1.9,-0.020,1.000,0.000,false,4568
37,1,0.4,15.2,0.090,1.8,-0.019,1.000,0.000,false,4675
38,1,0.4,16.5,0.110,1.7,-0.020,1.000,0.000,false,4781
39,1,0.4,17.5,0.120,1.6,-0.019,1.000,0.000,false,4895
40,1,0.4,19.6,0.140,1.5,-0.020,1.000,0.000,false,5006
41,1,0.4,21.5,0.150,1.4,-0.020,1.000,0.000,false,5116
42,1,0.4,22.3,0.170,1.2,-0.019,1.000,0.000,false,5231
43,1,0.4,24.3,0.180,1.1,-0.019,1.000,0.000,false,5344
44,1,0.4,26.5,0.190,0.9,-0.019,1.000,0.000,false,5457
45,1,0.4,28.5,0.200,0.8,-0.019,1.000,0.000,false,5563
46,1,0.4,30.5,0.220,0.6,-0.018,1.000,0.000,false,5672
47,1,0.4,32.2,0.220,0.5,-0.018,1.000,0.000,false,5779
48,1,0.8,34.2,0.250,2.0,-0.021,1.000,0.000,false,5894
49,1,0.8,36.2,0.280,1.8,-0.021,1.000,0.000,false,6005
50,1,0.8,38.1,0.310,1.6,-0.021,1.000,0.000,false,6120
51,1,0.8,38.9,0.340,1.5,-0.022,1.000,0.000,false,6225
52,1,0.8,40.5,0.370,1.3,-0.022,1.000,0.000,false,6334
53,1,0.8,42.4,0.400,1.1,-0.022,1.000,0.000,false,6443
54,1,0.8,44.3,0.420,1.0,-0.022,1.000,0.000,false,6553
55,1,0.8,46.1,0.440,0.8,-0.022,1.000,0.000,false,6667
56,1,1.2,48.0,0.470,1.7,-0.023,1.000,0.000,false,6778
57,1,1.2,49.8,0.510,1.5,-0.023,1.000,0.000,false,6888
58,1,1.2,51.6,0.540,1.3,-0.023,1.000,0.000,false,6999
59,1,1.2,53.2,0.570,1.1,-0.023,1.000,0.000,false,7105
60,1,1.2,54.9,0.600,0.9,-0.024,1.000,0.000,false,7217
61,1,1.2,56.7,0.620,0.7,-0.023,1.000,0.000,false,7329
62,1,1.5,58.5,0.640,1.0,-0.020,1.000,0.000,false,7443
63,1,1.5,60.2,0.670,0.8,-0.020,1.000,0.000,false,7546
64,1,1.5,61.7,0.680,0.6,-0.019,1.000,0.000,false,7656
65,1,1.5,63.4,0.700,0.4,-0.019,1.000,0.000,false,7763
66,1,1.5,65.2,0.710,0.2,-0.019,1.000,0.000,false,7876
67,1,1.5,66.9,0.710,0.1,-0.018,1.000,0.000,false,7986
68,1,1.9,68.6,0.700,-0.2,-0.011,1.000,0.000,false,8097
69,1,1.9,70.0,0.690,-0.4,-0.010,1.000,0.000,false,8205
70,1,1.9,71.7,0.670,-0.5,-0.009,1.000,0.000,false,8314
71,1,1.9,73.4,0.650,-0.6,-0.008,1.000,0.000,false,8423
72,1,2.3,75.0,0.610,-1.3,0.001,1.000,0.000,false,8539
73,1,2.3,76.7,0.550,-1.4,0.004,1.000,0.000,false,8645
74,1,2.3,78.1,0.500,-1.5,0.006,1.000,0.000,false,8754
75,1,2.3,79.7,0.430,-1.5,0.008,1.000,0.000,false,8868
76,1,2.7,81.4,0.360,-2.6,0.023,0.848,0.000,false,8974
77,1,2.7,83.0,0.250,-2.6,0.027,0.794,0.000,false,9090
78,1,2.7,84.6,0.140,-2.4,0.029,0.742,0.000,false,9195
79,1,2.7,86.1,0.030,-2.2,0.032,0.689,0.000,false,9324
80,1,3.1,87.7,-0.110,-3.9,0.053,0.556,0.000,false,9450
81,1,3.1,90.0,-0.400,-3.4,0.060,0.481,0.000,false,9646
82,1,3.1,91.1,-0.570,-2.7,0.062,0.445,0.000,false,9784
83,1,4.7,76.7,-4.000,-18.4,0.254,1.000,0.000,false,11154
84,1,4.7,75.1,-4.630,-13.6,0.253,1.000,0.000,false,11260
85,1,4.7,74.1,-5.070,-12.3,0.261,1.000,0.000,false,11366
86,1,4.7,73.1,-5.510,-10.7,0.268,1.000,0.000,false,11475
87,1,4.7,72.9,-5.810,-8.7,0.269,1.000,0.000,false,11583
88,1,5.0,73.2,-6.290,-13.0,0.297,1.000,0.000,false,11697
89,1,5.0,73.5,-6.700,-10.3,0.298,1.000,0.000,false,11802
90,1,5.0,73.6,-6.990,-7.3,0.294,1.000,0.000,false,11915
91,1,5.0,74.3,-7.150,-4.5,0.287,1.000,0.000,false,12021
92,1,5.0,75.3,-7.210,-1.8,0.277,1.000,0.000,false,12195
93,1,5.0,75.5,-7.210,-1.8,0.277,1.000,0.000,false,12280
94,1,5.4,76.7,-7.390,-2.1,0.279,1.000,0.000,false,12589
95,1,5.4,77.8,-7.280,2.7,0.254,1.000,0.000,false,12701
96,1,5.4,78.9,-7.040,5.5,0.234,0.982,0.000,false,12814
97,1,5.8,80.1,-6.850,3.8,0.235,0.624,0.000,false,12921
98,1,5.8,81.2,-6.540,7.0,0.211,0.588,0.000,false,13035
99,1,5.8,82.0,-6.160,9.9,0.185,0.559,0.000,false,13142
100,1,5.8,83.0,-5.600,12.5,0.156,0.527,0.000,false,13254
101,1,6.2,83.8,-5.020,11.3,0.146,0.394,0.000,false,13367
102,1,6.2,83.9,-4.390,13.8,0.115,0.389,0.000,false,13473
103,1,6.2,83.8,-3.670,16.1,0.081,0.394,0.000,false,13588
104,1,6.2,83.6,-2.970,17.9,0.051,0.399,0.000,false,13696
105,1,6.6,83.3,-2.160,16.0,0.042,0.383,0.000,false,13801
106,1,6.6,82.0,-1.370,17.4,0.010,0.427,0.000,false,13917
107,1,6.6,80.3,-0.560,18.5,-0.021,0.483,0.000,false,14031
108,1,6.6,78.7,0.260,19.2,-0.051,0.538,0.000,false,14135
109,1,7.0,77.1,1.040,15.9,-0.050,0.645,0.000,false,14244
110,1,7.0,75.8,1.600,15.9,-0.068,0.688,0.000,false,14354
111,1,7.0,74.3,2.250,15.6,-0.088,0.735,0.000,false,14466
112,1,7.0,73.2,2.780,15.2,-0.103,0.775,0.000,false,14582
113,1,7.0,72.1,3.410,14.5,-0.121,0.811,0.000,false,14691
114,1,7.4,71.1,3.820,9.3,-0.094,0.895,0.000,false,14796
115,1,7.4,70.8,4.140,8.4,-0.100,0.907,0.000,false,14907
116,1,7.4,71.2,4.390,7.4,-0.104,0.895,0.000,false,15014
117,1,7.4,71.4,4.640,6.3,-0.107,0.886,0.000,false,15126
118,1,7.8,72.2,4.780,-1.7,-0.068,1.000,0.000,false,15238
119,1,7.8,73.2,4.670,-2.8,-0.059,0.987,0.000,false,15345
120,1,7.8,74.1,4.450,-3.9,-0.047,0.956,0.000,false,15511
121,1,7.8,75.5,4.240,-4.9,-0.036,0.909,0.000,false,15617
122,1,8.1,76.8,3.570,-22.4,0.023,1.000,0.000,false,15723
123,1,8.1,78.0,2.630,-22.8,0.055,1.000,0.000,false,15836
124,1,8.1,78.6,1.670,-23.0,0.087,1.000,0.000,false,15948
125,1,8.1,80.0,0.710,-22.8,0.117,1.000,0.000,false,16061
126,1,8.5,81.4,-0.430,-30.5,0.170,1.000,0.000,false,16165
127,1,8.5,82.6,-1.520,-29.7,0.202,1.000,0.000,false,16275
128,1,8.5,83.9,-2.780,-28.6,0.238,1.000,0.000,false,16398
129,1,8.5,85.2,-4.000,-27.0,0.271,1.000,0.000,false,16498
130,1,8.9,86.4,-5.130,-28.7,0.307,1.000,0.000,false,16606
131,1,8.9,87.5,-6.340,-26.4,0.336,1.000,0.000,false,16716
132,1,8.9,88.4,-7.300,-23.8,0.355,1.000,0.000,false,16825
133,1,8.9,89.3,-8.290,-20.9,0.374,1.000,0.000,false,16938
134,1,8.9,90.0,-9.150,-17.8,0.389,1.000,0.000,false,17047
135,1,9.3,90.6,-9.940,-16.5,0.405,1.000,0.000,false,17156
136,1,9.3,90.2,-10.560,-12.5,0.408,1.000,0.000,false,17267
137,1,9.3,88.2,-10.980,-8.6,0.404,1.000,0.000,false,17382
138,1,9.3,86.3,-11.190,-4.7,0.393,1.000,0.000,false,17492
139,1,9.7,83.6,-11.280,-1.8,0.380,1.000,0.000,false,17614
140,1,9.7,81.2,-11.130,3.2,0.353,1.000,0.000,false,17725
141,1,9.7,78.8,-10.770,8.2,0.319,1.000,0.000,false,17843
142,1,10.1,76.3,-10.210,12.0,0.283,1.000,0.000,false,17950
143,1,10.1,72.0,-9.600,16.8,0.241,1.000,0.000,false,18057
144,1,10.1,67.6,-8.790,21.4,0.195,1.000,0.000,false,18164
145,1,10.1,63.2,-7.900,25.4,0.148,1.000,0.000,false,18283
146,1,10.1,62.7,-6.880,29.4,0.097,1.000,0.000,false,18398
147,1,10.1,61.7,-5.810,33.1,0.046,1.000,0.000,false,18508
148,1,10.5,60.9,-4.840,35.0,0.003,1.000,0.000,false,18614
149,1,10.5,60.3,-3.670,37.2,-0.045,1.000,0.000,false,18720
150,1,10.5,60.2,-2.660,38.4,-0.083,1.000,0.000,false,18829
151,1,10.5,60.9,-1.450,38.6,-0.123,1.000,0.000,false,18948
152,1,10.5,61.0,-0.260,38.3,-0.160,1.000,0.000,false,19050
153,1,10.5,62.3,0.910,37.4,-0.194,1.000,0.000,false,19159
154,1,10.5,62.5,1.910,36.3,-0.222,1.000,0.000,false,19267
155,1,10.9,63.8,3.060,35.3,-0.249,1.000,0.000,false,19377
156,1,10.9,65.2,4.180,33.4,-0.277,1.000,0.000,false,19491
157,1,10.9,66.5,5.250,31.2,-0.301,1.000,0.000,false,19600
158,1,10.9,67.0,6.250,28.7,-0.323,1.000,0.000,false,19711
159,1,10.9,68.1,7.050,26.1,-0.337,1.000,0.000,false,19821
160,1,11.2,69.4,7.910,22.3,-0.348,1.000,0.000,false,19929
161,1,11.2,70.6,8.630,19.3,-0.358,1.000,0.000,false,20040
162,1,11.2,71.7,9.250,16.0,-0.364,1.000,0.000,false,20149
163,1,11.2,72.6,9.670,12.6,-0.362,1.000,0.000,false,20257
164,1,11.2,72.7,10.030,9.0,-0.358,1.000,0.000,false,20370
165,1,11.6,71.2,10.240,4.4,-0.344,1.000,0.000,false,20486
166,1,11.6,69.6,10.260,0.6,-0.328,1.000,0.000,false,20587
167,1,11.6,67.9,10.140,-3.2,-0.307,1.000,0.000,false,20702
168,1,11.6,64.0,9.920,-6.9,-0.284,1.000,0.000,false,20806
169,1,11.6,59.0,9.570,-10.4,-0.257,1.000,0.000,false,20920
170,1,12.0,54.0,9.110,-15.1,-0.221,1.000,0.000,false,21026
171,1,12.0,50.2,8.590,-18.4,-0.189,1.000,0.000,false,21137
172,1,12.0,49.7,8.030,-21.3,-0.158,1.000,0.000,false,21255
173,1,12.0,49.1,7.460,-22.9,-0.132,1.000,0.000,false,21355
174,1,12.0,49.0,6.820,-24.7,-0.104,1.000,0.000,false,21466
175,1,12.0,49.0,6.150,-25.8,-0.077,1.000,0.000,false,21579
176,1,12.0,49.3,5.540,-27.2,-0.051,1.000,0.000,false,21686
177,1,12.4,50.1,4.800,-28.8,-0.019,1.000,0.000,false,21795
178,1,12.4,50.9,4.030,-29.3,0.008,1.000,0.000,false,21905
179,1,12.4,52.3,3.230,-29.6,0.035,1.000,0.000,false,22015
180,1,12.4,52.6,2.530,-29.6,0.058,1.000,0.000,false,22123
181,1,12.4,54.3,1.710,-29.4,0.084,1.000,0.000,false,22233
182,1,12.4,56.0,0.880,-28.9,0.108,1.000,0.000,false,22347
183,1,12.4,57.6,0.040,-28.3,0.133,1.000,0.000,false,22454
184,1,12.8,58.5,-0.700,-28.5,0.159,1.000,0.000,false,22561
185,1,12.8,59.6,-1.550,-27.4,0.182,1.000,0.000,false,22672
186,1,12.8,61.2,-2.380,-26.1,0.203,1.000,0.000,false,22782
187,1,12.8,62.8,-3.190,-24.6,0.223,1.000,0.000,false,22892
188,1,12.8,64.3,-3.970,-22.8,0.240,1.000,0.000,false,23003
189,1,12.8,66.2,-4.830,-20.6,0.258,1.000,0.000,false,23148
190,1,13.2,67.4,-5.430,-19.5,0.275,1.000,0.000,false,23236
191,1,13.2,68.7,-5.980,-17.5,0.284,1.000,0.000,false,23343
192,1,13.2,70.2,-6.550,-15.1,0.292,1.000,0.000,false,23793
193,1,13.6,75.5,-7.940,-9.3,0.316,1.000,0.000,false,23923
194,1,13.6,76.4,-8.010,-2.6,0.288,1.000,0.000,false,23993
195,1,13.6,77.3,-8.020,-0.2,0.278,1.000,0.000,false,24079
196,1,13.9,78.5,-7.910,1.1,0.274,0.835,0.000,false,24187
197,1,13.9,82.1,-6.830,7.5,0.211,0.716,0.000,false,24574
198,1,14.3,84.4,-5.540,13.0,0.154,0.561,0.000,false,24800
199,1,14.3,85.0,-5.090,17.0,0.122,0.541,0.000,false,24859
200,1,14.3,86.0,-4.270,19.0,0.086,0.508,0.000,false,24973
201,1,15.1,80.6,5.500,21.4,-0.219,0.687,0.000,false,25984
202,1,15.5,79.7,6.130,21.7,-0.234,0.824,0.000,false,26055
203,1,15.5,78.5,6.940,21.6,-0.260,0.864,0.000,false,26152
204,1,15.5,77.4,7.700,21.1,-0.282,0.900,0.000,false,26257
205,1,15.5,76.4,8.530,20.0,-0.305,0.934,0.000,false,26371
206,1,15.9,76.2,9.190,8.4,-0.288,1.000,0.000,false,26479
207,1,15.9,76.3,9.430,5.7,-0.283,1.000,0.000,false,26592
208,1,15.9,75.8,9.540,2.9,-0.274,1.000,0.000,false,26698
209,1,15.9,73.8,9.540,-0.0,-0.262,1.000,0.000,false,26820
210,1,16.3,72.3,9.100,-12.5,-0.211,1.000,0.000,false,26920
211,1,16.3,71.6,8.500,-15.5,-0.178,1.000,0.000,false,27030
212,1,16.3,71.8,7.790,-18.4,-0.142,1.000,0.000,false,27144
213,1,16.3,72.7,7.100,-20.4,-0.111,1.000,0.000,false,27248
214,1,16.7,73.8,6.110,-27.9,-0.055,1.000,0.000,false,27360
215,1,16.7,74.4,4.950,-30.0,-0.008,1.000,0.000,false,27472
216,1,16.7,75.9,3.630,-31.8,0.043,1.000,0.000,false,27597
217,1,16.7,77.4,2.320,-32.9,0.090,1.000,0.000,false,27702
218,1,16.7,78.9,0.980,-33.3,0.135,1.000,0.000,false,27815
219,1,17.0,80.3,-0.480,-36.4,0.191,1.000,0.000,false,27928
220,1,17.0,81.8,-1.970,-35.6,0.236,1.000,0.000,false,28035
221,1,17.0,82.9,-3.220,-34.4,0.271,1.000,0.000,false,28145
222,1,17.0,84.2,-4.660,-32.8,0.311,1.000,0.000,false,28258
223,1,17.0,85.4,-6.010,-30.6,0.345,1.000,0.000,false,28371
224,1,17.4,86.5,-7.360,-30.2,0.385,1.000,0.000,false,28482
225,1,17.4,87.4,-8.610,-27.1,0.412,1.000,0.000,false,28592
226,1,17.4,88.1,-9.720,-23.8,0.433,1.000,0.000,false,28702
227,1,17.4,87.7,-10.660,-19.9,0.446,1.000,0.000,false,28811
228,1,17.8,85.6,-11.480,-17.7,0.461,1.000,0.000,false,28938
229,1,17.8,83.4,-12.120,-13.4,0.462,1.000,0.000,false,29049
230,1,17.8,81.0,-12.520,-8.6,0.454,1.000,0.000,false,29160
231,1,17.8,78.5,-12.680,-3.7,0.437,1.000,0.000,false,29272
232,1,18.2,75.8,-12.660,0.2,0.417,1.000,0.000,false,29386
233,1,18.2,72.6,-12.420,5.7,0.385,1.000,0.000,false,29498
234,1,18.2,68.0,-12.050,10.8,0.350,1.000,0.000,false,29605
235,1,18.2,62.9,-11.470,15.9,0.309,1.000,0.000,false,29711
236,1,18.2,58.4,-10.830,21.2,0.265,1.000,0.000,false,29822
237,1,18.6,53.4,-10.070,25.3,0.222,1.000,0.000,false,29934
238,1,18.6,49.0,-9.310,30.0,0.176,1.000,0.000,false,30042
239,1,18.6,44.6,-8.480,33.8,0.132,1.000,0.000,false,30150
240,1,18.6,41.0,-7.690,35.9,0.097,1.000,0.000,false,30262
241,1,18.6,41.2,-6.900,37.9,0.063,1.000,0.000,false,30379
242,1,18.6,42.4,-5.580,38.9,0.016,1.000,0.000,false,30564
243,1,18.6,43.9,-4.690,39.9,-0.018,1.000,0.000,false,30672
244,1,18.6,45.0,-3.920,40.1,-0.044,1.000,0.000,false,30775
245,1,19.0,45.7,-3.020,38.8,-0.067,1.000,0.000,false,30879
246,1,19.0,47.3,-2.240,38.6,-0.091,1.000,0.000,false,30980
247,1,19.0,48.8,-1.440,38.2,-0.116,1.000,0.000,false,31088
248,1,19.0,50.6,-0.490,37.5,-0.143,1.000,0.000,false,31197
249,1,19.0,52.3,0.520,36.6,-0.172,1.000,0.000,false,31307
250,1,19.0,53.6,1.760,35.2,-0.206,1.000,0.000,false,31473
251,1,19.0,55.1,2.650,33.7,-0.228,1.000,0.000,false,31561
252,1,19.0,56.7,3.580,32.0,-0.251,1.000,0.000,false,31673
253,1,19.4,58.4,4.480,29.2,-0.268,1.000,0.000,false,31788
254,1,19.4,59.8,5.220,27.2,-0.283,1.000,0.000,false,31891
255,1,19.4,61.3,6.030,25.0,-0.299,1.000,0.000,false,32004
256,1,19.4,62.8,6.770,22.5,-0.312,1.000,0.000,false,32115
257,1,19.4,64.1,7.350,19.9,-0.319,1.000,0.000,false,32222
258,1,19.4,65.6,7.950,17.3,-0.327,1.000,0.000,false,32334
259,1,19.8,66.9,8.440,13.5,-0.326,1.000,0.000,false,32449
260,1,19.8,68.3,8.830,10.6,-0.326,1.000,0.000,false,32559
261,1,19.8,69.6,9.100,7.3,-0.320,1.000,0.000,false,32666
262,1,19.8,70.9,9.240,3.7,-0.308,1.000,0.000,false,32778
263,1,20.2,72.3,9.250,-0.5,-0.289,1.000,0.000,false,32891
264,1,20.2,73.4,9.130,-3.5,-0.272,1.000,0.000,false,32997
265,1,20.2,74.7,8.870,-6.4,-0.251,1.000,0.000,false,33107
266,1,20.2,75.8,8.490,-9.3,-0.226,1.000,0.000,false,33220
267,1,20.2,77.1,7.990,-12.0,-0.197,1.000,0.000,false,33332
268,1,20.5,78.2,7.350,-15.3,-0.160,1.000,0.000,false,33446
269,1,20.5,79.6,6.610,-17.6,-0.126,0.987,0.000,false,33558
270,1,20.5,81.1,5.750,-19.9,-0.088,0.938,0.000,false,33664
271,1,20.5,82.6,4.790,-22.1,-0.047,0.887,0.000,false,33774
272,1,20.9,84.0,3.700,-24.9,0.008,0.761,0.000,false,33885
273,1,20.9,85.6,2.700,-26.0,0.045,0.708,0.000,false,33994
274,1,20.9,87.1,1.480,-26.8,0.088,0.657,0.000,false,34105
275,1,20.9,88.6,0.230,-27.0,0.129,0.608,0.000,false,34214
276,1,21.3,89.9,-1.050,-28.0,0.186,0.590,0.000,false,34325
277,1,21.3,90.9,-2.170,-27.3,0.219,0.556,0.000,false,34432
278,1,21.3,91.9,-3.440,-26.2,0.255,0.523,0.000,false,34542
279,1,21.3,92.5,-4.640,-24.5,0.287,0.504,0.000,false,34656
280,1,21.7,92.3,-5.780,-23.9,0.332,0.537,0.000,false,34763
281,1,21.7,91.9,-6.690,-21.5,0.350,0.550,0.000,false,34873
282,1,21.7,91.1,-7.740,-18.4,0.371,0.578,0.000,false,34989
283,1,21.7,90.3,-8.380,-15.1,0.377,0.602,0.000,false,35098
284,1,22.1,88.2,-9.030,-14.4,0.410,0.726,0.000,false,35210
285,1,22.1,86.1,-9.520,-10.4,0.408,0.796,0.000,false,35322
286,1,22.1,83.2,-9.820,-6.3,0.399,0.894,0.000,false,35429
287,1,22.1,79.1,-9.920,-2.3,0.385,1.000,0.000,false,35543
288,1,22.5,75.7,-9.890,-3.6,0.395,1.000,0.000,false,35649
289,1,22.5,70.5,-9.850,0.8,0.374,1.000,0.000,false,35770
290,1,22.5,66.2,-9.680,5.2,0.349,1.000,0.000,false,35870
291,1,22.5,61.2,-9.350,9.4,0.320,1.000,0.000,false,35982
292,1,22.5,56.7,-8.910,13.8,0.286,1.000,0.000,false,36091
293,1,22.5,52.6,-8.400,17.2,0.254,1.000,0.000,false,36203
294,1,22.9,53.6,-7.900,6.1,0.245,1.000,0.000,false,36308
295,1,22.9,54.7,-7.600,8.7,0.223,1.000,0.000,false,36431
296,1,22.9,55.5,-7.310,11.4,0.202,1.000,0.000,false,36531
297,1,22.9,57.1,-6.900,13.5,0.179,1.000,0.000,false,36648
298,1,22.9,58.5,-6.490,15.3,0.158,1.000,0.000,false,36749
299,1,22.9,59.8,-5.910,17.4,0.130,1.000,0.000,false,36860
300,1,22.9,60.6,-5.300,19.1,0.102,1.000,0.000,false,36978
301,1,23.3,62.3,-4.710,16.8,0.083,1.000,0.000,false,37086
302,1,23.3,63.6,-4.220,18.0,0.061,1.000,0.000,false,37186
303,1,23.3,65.3,-3.510,18.9,0.034,1.000,0.000,false,37304
304,1,23.3,67.0,-2.810,19.7,0.008,1.000,0.000,false,37415
305,1,23.3,68.6,-2.070,20.3,-0.019,1.000,0.000,false,37528
306,1,23.6,70.2,-1.330,19.7,-0.042,1.000,0.000,false,37636
307,1,23.6,71.6,-0.730,19.8,-0.062,1.000,0.000,false,37741
308,1,23.6,73.3,0.100,19.6,-0.088,1.000,0.000,false,37857
309,1,23.6,74.9,0.890,19.2,-0.112,1.000,0.000,false,37966
310,1,23.6,76.3,1.540,18.6,-0.131,1.000,0.000,false,38077
311,1,24.0,77.9,2.270,17.3,-0.151,1.000,0.000,false,38190
312,1,24.0,79.5,2.990,16.2,-0.169,1.000,0.000,false,38302
313,1,24.0,81.0,3.640,14.8,-0.184,1.000,0.000,false,38410
314,1,24.0,82.3,4.180,13.4,-0.195,1.000,0.000,false,38519
315,1,24.4,83.7,4.710,11.5,-0.204,1.000,0.000,false,38629
316,1,24.4,85.1,5.150,9.6,-0.210,1.000,0.000,false,38745
317,1,24.4,86.3,5.460,7.7,-0.211,1.000,0.000,false,38847
318,1,24.4,87.7,5.740,5.7,-0.211,1.000,0.000,false,38958
319,1,24.8,89.0,5.900,3.3,-0.206,1.000,0.000,false,39067
320,1,24.8,90.1,5.950,1.2,-0.198,1.000,0.000,false,39177
321,1,24.8,91.3,5.900,-1.0,-0.187,1.000,0.000,false,39288
322,1,24.8,92.6,5.740,-3.3,-0.171,1.000,0.000,false,39398
323,1,25.2,93.9,5.450,-5.7,-0.152,1.000,0.000,false,39513
324,1,25.2,95.2,5.040,-7.9,-0.129,1.000,0.000,false,39625
325,1,25.2,96.9,4.330,-10.3,-0.095,1.000,0.000,false,39774
326,1,25.6,98.2,3.750,-12.4,-0.068,1.000,0.000,false,39874
327,1,25.6,99.6,2.990,-14.1,-0.036,0.959,0.000,false,39986
328,1,26.0,106.6,-1.490,-17.3,0.123,0.459,0.000,false,40511
329,1,26.7,111.5,-5.940,-18.3,0.280,0.005,0.000,false,40979
330,1,26.7,111.9,-7.180,-16.1,0.311,0.000,0.007,false,41124
331,1,27.1,111.5,-8.040,-13.4,0.339,0.000,0.036,false,41238
332,1,27.1,110.6,-8.730,-11.4,0.353,0.000,0.014,false,41351
333,1,27.1,109.3,-9.270,-8.9,0.359,0.022,0.000,false,41459
334,1,27.5,106.5,-9.590,-4.6,0.371,0.036,0.000,false,41568
335,1,27.5,101.6,-9.680,-1.4,0.360,0.199,0.000,false,41686
336,1,27.5,97.3,-9.570,1.9,0.342,0.345,0.000,false,41793
337,1,27.9,92.2,-9.330,5.2,0.346,0.459,0.000,false,41917
338,1,27.9,87.8,-8.860,8.8,0.315,0.605,0.000,false,42014
339,1,27.9,83.5,-8.350,12.0,0.284,0.751,0.000,false,42123
340,1,27.9,80.9,-7.640,15.5,0.245,0.835,0.000,false,42235
341,1,27.9,79.5,-6.950,18.4,0.210,0.885,0.000,false,42342
342,1,28.3,77.7,-6.600,7.7,0.213,1.000,0.000,false,42454
343,1,28.3,76.2,-6.120,11.5,0.181,1.000,0.000,false,42564
344,1,28.3,75.0,-5.470,15.4,0.142,1.000,0.000,false,42687
345,1,28.3,74.9,-4.650,18.9,0.100,1.000,0.000,false,42801
346,1,28.7,75.1,-3.860,15.4,0.076,1.000,0.000,false,42911
347,1,28.7,75.5,-3.220,17.5,0.046,1.000,0.000,false,43017
348,1,28.7,75.9,-2.430,19.2,0.012,1.000,0.000,false,43138
349,1,28.7,76.9,-1.630,20.5,-0.019,1.000,0.000,false,43239
350,1,28.7,78.3,-0.750,21.2,-0.051,1.000,0.000,false,43352
351,1,29.1,79.2,0.010,18.3,-0.067,1.000,0.000,false,43458
352,1,29.1,80.1,0.790,18.3,-0.093,1.000,0.000,false,43568
353,1,29.1,81.3,1.570,17.9,-0.116,1.000,0.000,false,43681
354,1,29.1,82.8,2.290,17.3,-0.137,1.000,0.000,false,43787
355,1,29.5,84.0,2.900,14.2,-0.145,1.000,0.000,false,43895
356,1,29.5,85.5,3.540,13.2,-0.161,1.000,0.000,false,44006
357,1,29.5,86.8,4.110,11.8,-0.173,1.000,0.000,false,44119
358,1,29.5,88.0,4.530,10.3,-0.180,1.000,0.000,false,44226
359,1,29.8,89.4,4.940,7.0,-0.178,1.000,0.000,false,44336
360,1,29.8,90.7,5.190,5.1,-0.178,0.965,0.000,false,44449
361,1,29.8,91.8,5.340,3.3,-0.175,0.926,0.000,false,44554
362,1,29.8,93.1,5.410,1.3,-0.168,0.885,0.000,false,44665
