tick,lap,progress,speed,to_middle,moving_angle,steering,throttle,brake,collided,elapsed_ms
363,1,30.2,94.1,5.320,-2.1,-0.150,0.610,0.000,false,44778
364,1,30.2,95.3,5.110,-4.0,-0.134,0.569,0.000,false,44884
365,1,30.2,96.4,4.790,-6.0,-0.115,0.533,0.000,false,44996
366,1,30.6,97.4,4.340,-9.4,-0.081,0.000,0.005,false,45104
367,1,30.6,98.1,3.810,-11.1,-0.056,0.000,0.024,false,45209
368,1,30.6,98.1,3.140,-12.6,-0.028,0.000,0.022,false,45318
369,1,30.6,98.0,2.500,-13.9,-0.002,0.000,0.019,false,45427
370,1,31.0,97.6,1.630,-16.6,0.049,0.000,0.131,false,45539
371,1,31.0,96.8,0.720,-17.4,0.082,0.000,0.109,false,45654
372,1,31.0,95.3,-0.210,-17.8,0.114,0.000,0.074,false,45766
373,1,31.4,93.1,-1.160,-19.7,0.169,0.000,0.038,false,45890
374,1,31.4,90.5,-2.280,-19.2,0.203,0.037,0.000,false,46003
375,1,31.4,88.6,-3.050,-18.2,0.223,0.099,0.000,false,46103
376,1,31.4,86.4,-3.850,-17.0,0.244,0.172,0.000,false,46214
377,1,31.8,84.6,-4.530,-17.9,0.293,0.234,0.000,false,46322
378,1,31.8,82.0,-5.370,-16.0,0.311,0.319,0.000,false,46441
379,1,31.8,79.8,-5.980,-13.6,0.321,0.392,0.000,false,46555
380,1,31.8,78.0,-6.400,-11.2,0.323,0.454,0.000,false,46655
381,1,32.2,76.2,-6.840,-12.6,0.369,0.593,0.000,false,46766
382,1,32.2,74.2,-7.190,-9.9,0.368,0.660,0.000,false,46874
383,1,32.2,72.2,-7.480,-6.8,0.364,0.727,0.000,false,46992
384,1,32.2,70.5,-7.620,-3.5,0.354,0.784,0.000,false,47102
385,1,32.2,69.2,-7.640,-0.6,0.341,0.826,0.000,false,47208
386,1,32.6,67.8,-7.710,-8.6,0.378,1.000,0.000,false,47320
387,1,32.6,66.8,-7.900,-5.2,0.369,1.000,0.000,false,47431
388,1,32.6,66.2,-7.970,-2.1,0.357,1.000,0.000,false,47538
389,1,32.6,66.3,-7.930,1.1,0.342,1.000,0.000,false,47641
390,1,32.6,66.2,-7.760,4.6,0.321,1.000,0.000,false,47749
391,1,32.6,66.9,-7.470,8.2,0.295,1.000,0.000,false,47862
392,1,33.0,67.0,-7.790,-8.8,0.325,1.000,0.000,false,47983
393,1,33.0,68.1,-7.990,-5.4,0.316,1.000,0.000,false,48086
394,1,33.0,69.1,-8.050,-2.1,0.303,1.000,0.000,false,48194
395,1,33.0,69.7,-8.020,1.0,0.289,1.000,0.000,false,48304
396,1,33.0,70.7,-7.850,4.4,0.268,1.000,0.000,false,48416
397,1,33.3,72.0,-7.630,0.5,0.261,1.000,0.000,false,48531
398,1,33.3,73.0,-7.490,3.5,0.244,1.000,0.000,false,48637
399,1,33.3,73.8,-7.310,5.7,0.228,1.000,0.000,false,48745
400,1,33.3,75.2,-6.960,8.3,0.205,1.000,0.000,false,48851
401,1,33.3,76.4,-6.490,10.9,0.178,1.000,0.000,false,48965
402,1,33.7,77.7,-6.020,10.5,0.159,1.000,0.000,false,49066
403,1,33.7,79.1,-5.470,12.8,0.131,1.000,0.000,false,49176
404,1,33.7,80.6,-4.820,15.0,0.100,1.000,0.000,false,49292
405,1,33.7,81.9,-4.160,16.8,0.071,1.000,0.000,false,49399
406,1,34.1,83.4,-3.340,16.6,0.041,1.000,0.000,false,49508
407,1,34.1,84.9,-2.520,18.0,0.009,1.000,0.000,false,49619
408,1,34.1,86.4,-1.740,18.9,-0.021,1.000,0.000,false,49728
409,1,34.1,87.9,-0.810,19.6,-0.054,1.000,0.000,false,49838
410,1,34.5,89.5,0.130,18.6,-0.081,1.000,0.000,false,49948
411,1,34.5,91.1,1.060,18.6,-0.111,1.000,0.000,false,50064
412,1,34.5,92.5,1.860,18.2,-0.135,1.000,0.000,false,50165
413,1,34.5,93.8,2.740,17.5,-0.161,1.000,0.000,false,50274
414,1,34.9,95.3,3.500,15.7,-0.179,1.000,0.000,false,50382
415,1,34.9,96.7,4.250,14.5,-0.198,1.000,0.000,false,50492
416,1,34.9,98.1,4.960,12.9,-0.214,1.000,0.000,false,50610
417,1,34.9,99.2,5.500,11.2,-0.224,0.972,0.000,false,50723
418,1,35.3,100.4,5.980,8.6,-0.229,0.932,0.000,false,50835
419,1,35.3,101.8,6.370,6.2,-0.231,0.888,0.000,false,50956
420,1,35.3,102.8,6.580,3.7,-0.226,0.853,0.000,false,51073
421,1,35.7,103.7,6.630,0.8,-0.217,0.852,0.000,false,51179
422,1,35.7,104.6,6.530,-1.6,-0.203,0.819,0.000,false,51290
423,1,35.7,105.4,6.330,-4.1,-0.185,0.793,0.000,false,51403
424,1,36.0,106.3,5.940,-6.9,-0.160,0.764,0.000,false,51510
425,1,36.0,107.2,5.350,-9.5,-0.129,0.734,0.000,false,51620
426,1,36.0,108.1,4.640,-12.1,-0.095,0.705,0.000,false,51733
427,1,36.4,108.9,3.770,-14.7,-0.056,0.675,0.000,false,51846
428,1,36.4,109.8,2.880,-16.7,-0.018,0.648,0.000,false,51949
429,1,36.4,110.7,1.780,-18.5,0.026,0.617,0.000,false,52061
430,1,36.8,111.5,0.770,-20.1,0.064,0.617,0.000,false,52168
431,1,36.8,112.4,-0.710,-21.1,0.117,0.585,0.000,false,52289
432,1,36.8,113.2,-1.880,-21.6,0.157,0.561,0.000,false,52392
433,1,37.2,113.7,-3.190,-21.7,0.200,0.518,0.000,false,52500
434,1,37.2,113.6,-4.530,-21.0,0.240,0.521,0.000,false,52621
435,1,37.2,113.2,-5.570,-19.8,0.269,0.534,0.000,false,52722
436,1,37.6,112.5,-6.680,-18.3,0.298,0.529,0.000,false,52835
437,1,37.6,111.7,-7.660,-16.1,0.320,0.557,0.000,false,52946
438,1,37.6,109.7,-8.400,-13.7,0.333,0.625,0.000,false,53054
439,1,38.0,107.3,-9.080,-11.5,0.345,0.676,0.000,false,53163
440,1,38.0,104.9,-9.560,-8.2,0.346,0.756,0.000,false,53275
441,1,38.0,101.7,-9.830,-4.7,0.339,0.864,0.000,false,53388
442,1,38.0,97.8,-9.900,-1.5,0.327,0.994,0.000,false,53495
443,1,38.4,93.2,-9.780,2.1,0.306,1.000,0.000,false,53603
444,1,38.4,88.2,-9.480,6.1,0.278,1.000,0.000,false,53718
445,1,38.4,83.7,-9.080,9.7,0.249,1.000,0.000,false,53824
446,1,38.8,79.6,-8.470,13.4,0.211,1.000,0.000,false,53931
447,1,38.8,79.2,-7.720,17.4,0.169,1.000,0.000,false,54041
448,1,38.8,79.3,-6.840,20.6,0.126,1.000,0.000,false,54153
449,1,38.8,79.6,-5.990,23.6,0.085,1.000,0.000,false,54262
450,1,38.8,80.2,-4.840,26.5,0.035,1.000,0.000,false,54370
451,1,39.2,81.4,-3.600,29.5,-0.015,0.687,0.000,false,54482
452,1,39.2,81.9,-2.430,31.2,-0.061,0.671,0.000,false,54588
453,1,39.2,83.2,-1.050,32.2,-0.110,0.628,0.000,false,54702
454,1,39.2,84.4,0.380,32.6,-0.158,0.587,0.000,false,54808
455,1,39.5,84.9,1.800,32.7,-0.195,0.250,0.000,false,54919
456,1,39.5,85.0,3.210,31.8,-0.237,0.247,0.000,false,55032
457,1,39.9,75.1,10.710,24.0,-0.426,0.389,0.000,false,55865
458,1,40.3,70.1,11.430,13.4,-0.365,0.398,0.000,false,56025
459,1,40.3,65.1,11.790,9.4,-0.359,0.562,0.000,false,56134
460,1,40.3,60.2,11.990,5.9,-0.350,0.727,0.000,false,56246
461,1,40.3,55.2,12.070,2.3,-0.336,0.893,0.000,false,56363
462,1,40.3,50.5,12.020,-1.5,-0.318,1.000,0.000,false,56479
463,1,40.7,45.9,11.920,-2.6,-0.248,1.000,0.000,false,56591
464,1,40.7,41.6,11.760,-5.9,-0.228,1.000,0.000,false,56709
465,1,40.7,38.2,11.590,-9.0,-0.209,1.000,0.000,false,56816
466,1,40.7,35.5,11.350,-11.8,-0.189,1.000,0.000,false,56923
467,1,40.7,36.4,11.060,-14.7,-0.166,1.000,0.000,false,57062
468,1,40.7,37.1,10.770,-16.7,-0.148,1.000,0.000,false,57141
469,1,40.7,38.1,10.400,-18.0,-0.130,1.000,0.000,false,57251
470,1,41.1,39.7,9.710,-38.7,-0.038,1.000,0.000,false,57359
471,1,41.1,40.1,8.900,-39.3,-0.009,1.000,0.000,false,57471
472,1,41.1,41.6,8.070,-39.9,0.020,1.000,0.000,false,57582
473,1,41.1,43.1,7.220,-39.5,0.046,1.000,0.000,false,57694
474,1,41.1,44.7,6.440,-40.0,0.074,1.000,0.000,false,57797
475,1,41.1,46.0,5.550,-39.1,0.099,1.000,0.000,false,57913
476,1,41.1,46.9,4.760,-38.9,0.123,1.000,0.000,false,58016
477,1,41.5,48.9,3.450,-59.0,0.209,1.000,0.000,false,58132
478,1,41.5,50.6,2.130,-57.8,0.247,1.000,0.000,false,58239
479,1,41.5,52.2,0.940,-56.3,0.279,1.000,0.000,false,58351
480,1,41.5,53.9,-0.450,-54.5,0.316,1.000,0.000,false,58463
481,1,41.5,55.5,-1.810,-52.3,0.350,1.000,0.000,false,58570
482,1,41.5,57.1,-3.170,-49.7,0.383,1.000,0.000,false,58685
483,1,41.5,58.5,-4.360,-47.1,0.410,1.000,0.000,false,58789
484,1,41.5,60.0,-5.650,-44.0,0.438,1.000,0.000,false,58903
485,1,41.5,61.1,-6.710,-40.8,0.458,1.000,0.000,false,59008
486,1,41.9,62.3,-8.100,-48.3,0.516,1.000,0.000,false,59122
487,1,41.9,63.5,-9.490,-43.7,0.540,1.000,0.000,false,59232
488,1,41.9,63.7,-10.600,-40.1,0.560,1.000,0.000,false,59340
489,1,41.9,62.1,-11.900,-35.3,0.581,1.000,0.000,false,59462
490,1,41.9,60.7,-12.760,-30.5,0.588,1.000,0.000,false,59570
491,1,41.9,58.9,-13.600,-25.4,0.592,1.000,0.000,false,59688
492,1,41.9,55.1,-14.210,-19.5,0.586,1.000,0.000,false,59799
493,1,42.3,50.1,-14.670,-20.7,0.596,1.000,0.000,false,59911
494,1,42.3,45.1,-15.060,-14.9,0.583,1.000,0.000,false,60023
495,1,42.3,40.1,-15.280,-9.1,0.564,1.000,0.000,false,60138
496,1,42.3,35.0,-15.350,-3.4,0.541,1.000,0.000,false,60246
497,1,42.3,30.9,-15.310,2.1,0.515,1.000,0.000,false,60357
498,1,42.3,31.6,-15.180,7.7,0.486,1.000,0.000,false,60467
499,1,42.3,32.3,-15.000,11.8,0.462,1.000,0.000,false,60578
500,1,42.3,32.5,-14.730,15.4,0.438,1.000,0.000,false,60689
501,1,42.3,34.1,-14.390,19.2,0.410,1.000,0.000,false,60798
502,1,42.6,36.5,-13.400,20.1,0.366,1.000,0.000,false,61050
503,1,42.6,36.8,-13.020,24.8,0.332,1.000,0.000,false,61132
504,1,42.6,38.7,-12.470,27.4,0.303,1.000,0.000,false,61241
505,1,42.6,40.3,-11.940,29.9,0.275,1.000,0.000,false,61349
506,1,42.6,41.2,-11.250,32.1,0.243,1.000,0.000,false,61462
507,1,42.6,40.6,-10.510,34.3,0.209,1.000,0.000,false,61581
508,1,42.6,39.0,-9.760,36.5,0.175,1.000,0.000,false,61683
509,1,42.6,36.1,-9.020,38.5,0.142,1.000,0.000,false,61798
510,1,42.6,36.3,-8.350,39.8,0.114,1.000,0.000,false,61902
511,1,42.6,36.3,-7.600,40.8,0.086,1.000,0.000,false,62013
512,1,42.6,36.4,-6.930,42.0,0.058,1.000,0.000,false,62119
513,1,42.6,36.9,-6.130,42.0,0.033,1.000,0.000,false,62230
514,1,43.0,37.6,-5.430,39.5,0.019,1.000,0.000,false,62339
515,1,43.0,37.5,-4.670,39.9,-0.008,1.000,0.000,false,62450
516,1,43.0,39.1,-3.900,40.0,-0.033,1.000,0.000,false,62559
517,1,43.0,39.3,-3.220,39.8,-0.054,1.000,0.000,false,62669
518,1,43.0,41.0,-2.410,39.5,-0.079,1.000,0.000,false,62780
519,1,43.0,41.7,-1.570,39.0,-0.104,1.000,0.000,false,62892
520,1,43.0,43.5,-0.740,38.3,-0.128,1.000,0.000,false,63001
521,1,43.0,45.3,0.110,37.5,-0.152,1.000,0.000,false,63116
522,1,43.0,46.9,0.850,36.6,-0.172,1.000,0.000,false,63220
523,1,43.0,48.7,1.750,35.5,-0.196,1.000,0.000,false,63329
524,1,43.4,50.3,2.590,31.5,-0.209,1.000,0.000,false,63441
525,1,43.4,51.1,3.380,30.0,-0.228,1.000,0.000,false,63553
526,1,43.4,52.5,4.060,28.4,-0.243,1.000,0.000,false,63660
527,1,43.4,54.4,4.920,26.5,-0.262,1.000,0.000,false,63781
528,1,43.4,55.9,5.540,24.4,-0.273,1.000,0.000,false,63882
529,1,43.4,57.5,6.210,22.3,-0.286,1.000,0.000,false,63991
530,1,43.4,58.9,6.760,20.2,-0.294,1.000,0.000,false,64104
531,1,43.8,60.5,7.280,15.4,-0.289,1.000,0.000,false,64218
532,1,43.8,62.0,7.710,12.8,-0.292,1.000,0.000,false,64329
533,1,43.8,63.5,8.060,10.3,-0.292,1.000,0.000,false,64433
534,1,43.8,65.0,8.330,7.6,-0.289,1.000,0.000,false,64544
535,1,43.8,66.5,8.490,4.7,-0.281,1.000,0.000,false,64657
536,1,44.2,67.7,8.520,0.0,-0.260,1.000,0.000,false,64766
537,1,44.2,69.2,8.420,-2.6,-0.245,1.000,0.000,false,64878
538,1,44.2,70.6,8.210,-5.4,-0.226,1.000,0.000,false,64984
539,1,44.2,72.1,7.900,-8.0,-0.204,1.000,0.000,false,65096
540,1,44.6,73.3,7.480,-12.4,-0.167,1.000,0.000,false,65207
541,1,44.6,74.6,6.980,-14.3,-0.143,1.000,0.000,false,65315
542,1,44.6,76.1,6.330,-16.1,-0.114,1.000,0.000,false,65427
543,1,44.6,77.6,5.580,-18.2,-0.080,1.000,0.000,false,65540
544,1,44.6,79.2,4.740,-20.0,-0.045,1.000,0.000,false,65645
545,1,45.0,80.8,3.780,-23.3,0.007,1.000,0.000,false,65755
546,1,45.0,82.3,2.880,-24.2,0.040,1.000,0.000,false,65864
547,1,45.0,83.9,1.790,-24.8,0.078,0.950,0.000,false,65974
548,1,45.0,85.8,0.500,-25.0,0.121,0.887,0.000,false,66103
549,1,45.3,87.4,-0.680,-26.9,0.175,0.914,0.000,false,66211
550,1,45.3,88.9,-1.900,-26.1,0.211,0.864,0.000,false,66322
551,1,45.3,90.1,-2.910,-25.0,0.239,0.824,0.000,false,66430
552,1,45.3,91.4,-4.050,-23.6,0.269,0.780,0.000,false,66540
553,1,45.7,92.6,-5.170,-24.5,0.315,0.821,0.000,false,66651
554,1,45.7,93.5,-6.270,-22.2,0.341,0.789,0.000,false,66767
555,1,45.7,94.3,-7.250,-19.5,0.360,0.763,0.000,false,66881
556,1,45.7,94.9,-8.080,-16.2,0.373,0.743,0.000,false,66993
557,1,46.1,95.3,-8.890,-18.2,0.405,0.862,0.000,false,67101
558,1,46.1,95.5,-9.650,-14.5,0.413,0.858,0.000,false,67213
559,1,46.1,94.5,-10.180,-10.3,0.411,0.889,0.000,false,67324
560,1,46.1,92.4,-10.470,-6.6,0.404,0.961,0.000,false,67431
561,1,46.5,89.4,-10.850,-12.6,0.411,1.000,0.000,false,67540
562,1,46.5,85.4,-11.240,-8.0,0.403,1.000,0.000,false,67654
563,1,46.5,80.7,-11.380,-4.2,0.391,1.000,0.000,false,67761
564,1,46.5,75.2,-11.370,0.1,0.372,1.000,0.000,false,67874
565,1,46.9,70.1,-11.170,4.1,0.343,1.000,0.000,false,67981
566,1,46.9,65.2,-10.830,9.2,0.310,1.000,0.000,false,68101
567,1,46.9,60.3,-10.340,14.2,0.272,1.000,0.000,false,68218
568,1,46.9,54.5,-9.650,19.1,0.227,1.000,0.000,false,68339
569,1,46.9,50.5,-9.060,23.2,0.190,1.000,0.000,false,68442
570,1,46.9,46.5,-8.400,25.8,0.157,1.000,0.000,false,68554
571,1,47.3,47.7,-7.700,28.2,0.123,1.000,0.000,false,68662
572,1,47.3,48.0,-6.960,29.7,0.093,1.000,0.000,false,68775
573,1,47.3,49.3,-6.290,30.6,0.067,1.000,0.000,false,68881
574,1,47.3,50.2,-5.460,31.8,0.035,1.000,0.000,false,68992
575,1,47.3,51.4,-4.600,32.6,0.003,1.000,0.000,false,69103
576,1,47.3,52.8,-3.830,33.0,-0.024,1.000,0.000,false,69211
577,1,47.3,54.6,-2.910,33.1,-0.054,1.000,0.000,false,69319
578,1,47.7,56.2,-1.960,33.1,-0.086,1.000,0.000,false,69430
579,1,47.7,56.8,-1.000,32.7,-0.115,1.000,0.000,false,69541
580,1,47.7,58.3,-0.180,32.1,-0.139,1.000,0.000,false,69650
581,1,47.7,60.4,1.070,31.2,-0.176,1.000,0.000,false,69790
582,1,47.7,61.8,1.910,30.0,-0.198,1.000,0.000,false,69884
583,1,47.7,63.2,2.710,28.7,-0.218,1.000,0.000,false,69991
584,1,48.5,74.9,8.630,20.3,-0.375,1.000,0.000,false,70918
585,1,48.5,76.2,9.010,10.6,-0.344,1.000,0.000,false,70993
586,1,48.5,77.5,9.340,7.8,-0.342,1.000,0.000,false,71106
587,1,48.5,77.7,9.480,5.1,-0.335,1.000,0.000,false,71218
588,1,48.8,76.3,9.610,2.4,-0.329,1.000,0.000,false,71328
589,1,48.8,74.9,9.570,-1.2,-0.312,1.000,0.000,false,71439
590,1,48.8,73.1,9.330,-4.9,-0.288,1.000,0.000,false,71547
591,1,48.8,71.5,9.000,-9.1,-0.258,1.000,0.000,false,71662
592,1,49.2,69.9,8.500,-12.1,-0.231,1.000,0.000,false,71768
593,1,49.2,70.7,7.960,-15.8,-0.197,1.000,0.000,false,71883
594,1,49.2,71.4,7.200,-18.6,-0.160,1.000,0.000,false,71989
595,1,49.2,72.6,6.450,-21.8,-0.121,1.000,0.000,false,72101
596,1,49.6,73.9,5.490,-23.6,-0.084,1.000,0.000,false,72212
597,1,49.6,75.3,4.460,-26.2,-0.039,1.000,0.000,false,72324
598,1,49.6,76.8,3.330,-28.0,0.006,1.000,0.000,false,72437
599,1,49.6,78.1,2.300,-29.1,0.044,1.000,0.000,false,72537
600,1,49.6,79.4,1.250,-29.7,0.081,1.000,0.000,false,72639
601,1,50.0,80.9,0.000,-28.6,0.116,1.000,0.000,false,72752
602,1,50.0,82.4,-1.220,-28.4,0.155,1.000,0.000,false,72860
603,1,50.0,83.9,-2.430,-27.7,0.191,1.000,0.000,false,72967
604,1,50.0,85.3,-3.620,-26.6,0.225,1.000,0.000,false,73080
605,1,50.0,86.4,-4.610,-25.3,0.251,1.000,0.000,false,73189
606,1,50.0,87.7,-5.700,-23.6,0.279,1.000,0.000,false,73301
607,1,50.0,88.9,-6.500,-18.7,0.290,1.000,0.000,false,73413
608,1,50.0,90.0,-7.280,-16.2,0.304,1.000,0.000,false,73526
609,1,50.0,90.9,-7.940,-13.4,0.313,1.000,0.000,false,73640
610,1,50.4,91.7,-8.450,-10.8,0.314,1.000,0.000,false,73752
611,1,50.4,92.2,-8.850,-8.1,0.315,1.000,0.000,false,73865
612,1,50.4,92.1,-9.170,-6.3,0.317,1.000,0.000,false,73978
613,1,50.4,92.8,-9.350,-3.5,0.310,1.000,0.000,false,74085
614,1,50.4,92.6,-9.310,0.7,0.290,1.000,0.000,false,74196
615,1,50.8,91.1,-9.030,6.0,0.262,1.000,0.000,false,74312
616,1,50.8,89.7,-8.550,9.5,0.231,1.000,0.000,false,74421
617,1,50.8,89.9,-8.040,12.1,0.203,1.000,0.000,false,74530
618,1,51.2,90.2,-7.340,15.1,0.171,1.000,0.000,false,74643
619,1,51.2,91.2,-6.490,17.4,0.133,1.000,0.000,false,74749
620,1,51.2,92.1,-5.500,20.1,0.089,1.000,0.000,false,74856
621,1,51.2,93.2,-4.510,23.3,0.043,1.000,0.000,false,74965
622,1,51.5,94.7,-3.220,26.2,-0.007,0.885,0.000,false,75076
623,1,51.5,96.2,-1.810,28.1,-0.061,0.833,0.000,false,75192
624,1,51.5,97.8,-0.330,29.3,-0.114,0.780,0.000,false,75295
625,1,51.5,99.4,1.210,29.8,-0.166,0.728,0.000,false,75405
626,1,51.9,100.6,2.530,29.6,-0.203,0.553,0.000,false,75514
627,1,51.9,101.9,4.070,28.9,-0.250,0.510,0.000,false,75625
628,1,51.9,102.9,5.560,27.6,-0.292,0.475,0.000,false,75736
629,1,51.9,103.7,6.970,25.8,-0.330,0.451,0.000,false,75846
630,1,52.3,104.1,8.230,22.7,-0.353,0.251,0.000,false,75963
631,1,52.3,103.6,9.560,20.0,-0.384,0.267,0.000,false,76103
632,1,52.7,101.1,10.540,15.0,-0.385,0.192,0.000,false,76211
633,1,52.7,96.8,11.090,11.8,-0.389,0.332,0.000,false,76325
634,1,52.7,91.5,11.540,8.6,-0.389,0.509,0.000,false,76432
635,1,52.7,86.3,11.810,4.7,-0.381,0.683,0.000,false,76549
636,1,53.1,81.2,11.790,-1.1,-0.346,0.774,0.000,false,76651
637,1,53.1,76.1,11.580,-4.8,-0.322,0.942,0.000,false,76766
638,1,53.1,71.9,11.280,-8.6,-0.296,1.000,0.000,false,76872
639,1,53.1,66.9,10.810,-12.4,-0.264,1.000,0.000,false,76981
640,1,53.5,61.9,10.220,-19.1,-0.207,1.000,0.000,false,77095
641,1,53.5,56.9,9.490,-22.6,-0.167,1.000,0.000,false,77210
642,1,53.5,52.5,8.740,-25.6,-0.130,1.000,0.000,false,77316
643,1,53.5,48.2,8.010,-27.5,-0.098,1.000,0.000,false,77428
644,1,53.5,48.3,7.270,-29.2,-0.066,1.000,0.000,false,77537
645,1,53.5,49.6,6.610,-30.4,-0.039,1.000,0.000,false,77646
646,1,53.5,50.5,5.800,-30.9,-0.011,1.000,0.000,false,77756
647,1,53.9,51.6,4.920,-35.8,0.047,1.000,0.000,false,77868
648,1,53.9,53.3,3.950,-35.9,0.079,1.000,0.000,false,77975
649,1,53.9,55.1,2.960,-35.7,0.110,1.000,0.000,false,78091
650,1,53.9,56.7,1.960,-35.1,0.140,1.000,0.000,false,78199
651,1,53.9,57.1,1.090,-34.3,0.164,1.000,0.000,false,78307
652,1,53.9,58.7,0.100,-33.3,0.192,1.000,0.000,false,78420
653,1,53.9,60.3,-0.890,-32.0,0.218,1.000,0.000,false,78530
654,1,54.3,61.9,-1.950,-36.1,0.273,1.000,0.000,false,78639
655,1,54.3,63.5,-3.050,-34.2,0.300,1.000,0.000,false,78749
656,1,54.3,64.7,-3.970,-32.1,0.321,1.000,0.000,false,78858
657,1,54.3,66.2,-4.990,-29.8,0.344,1.000,0.000,false,78970
658,1,54.3,67.5,-5.940,-27.0,0.362,1.000,0.000,false,79080
659,1,54.3,68.8,-6.800,-23.9,0.376,1.000,0.000,false,79192
660,1,54.7,70.1,-7.700,-28.0,0.416,1.000,0.000,false,79305
661,1,54.7,71.2,-8.620,-24.5,0.431,1.000,0.000,false,79411
662,1,54.7,72.2,-9.300,-20.9,0.437,1.000,0.000,false,79520
663,1,54.7,72.4,-9.980,-17.3,0.443,1.000,0.000,false,79630
664,1,54.7,70.9,-10.480,-12.8,0.439,1.000,0.000,false,79739
665,1,55.0,69.2,-10.850,-15.0,0.453,1.000,0.000,false,79854
666,1,55.0,67.4,-11.230,-10.4,0.445,1.000,0.000,false,79967
667,1,55.0,65.6,-11.430,-5.4,0.429,1.000,0.000,false,80071
668,1,55.0,61.4,-11.440,-0.3,0.407,1.000,0.000,false,80185
669,1,55.0,-14.0,-11.320,12.1,0.348,1.000,0.000,true,80292
670,1,55.0,-10.7,-11.320,-179.5,1.000,1.000,0.000,false,80399
671,1,55.0,-9.7,-11.370,-171.2,1.000,1.000,0.000,false,80513
672,1,55.0,-8.3,-11.430,-167.9,1.000,1.000,0.000,false,80625
673,1,55.0,-5.4,-11.480,-167.5,1.000,1.000,0.000,false,80736
674,1,55.0,-2.9,-11.520,-167.7,1.000,1.000,0.000,false,80848
675,1,55.0,-0.6,-11.530,-169.2,1.000,1.000,0.000,false,80959
676,1,55.0,1.5,-11.520,31.8,0.267,1.000,0.000,false,81074
677,1,55.0,2.6,-11.500,11.9,0.355,1.000,0.000,false,81188
678,1,55.0,4.4,-11.500,1.8,0.400,1.000,0.000,false,81300
679,1,55.0,6.4,-11.490,2.8,0.395,1.000,0.000,false,81405
680,1,55.0,6.9,-11.480,3.4,0.392,1.000,0.000,false,81515
681,1,55.0,9.0,-11.460,4.8,0.385,1.000,0.000,false,81624
682,1,55.0,11.2,-11.430,5.8,0.380,1.000,0.000,false,81736
683,1,55.0,12.1,-11.390,7.0,0.373,1.000,0.000,false,81842
684,1,55.0,-2.1,-11.350,18.0,0.323,1.000,0.000,true,81956
685,1,55.0,0.2,-11.350,-172.7,1.000,1.000,0.000,false,82067
686,1,55.0,2.1,-11.350,15.1,0.336,1.000,0.000,false,82175
687,1,55.0,0.7,-11.330,12.1,0.348,1.000,0.000,true,82285
688,1,55.0,0.0,-11.320,49.5,0.182,1.000,0.000,true,82399
689,1,55.0,0.0,-11.320,82.1,0.037,1.000,0.000,true,82510
690,1,55.0,0.0,-11.320,82.6,0.035,1.000,0.000,true,82623
691,1,55.0,0.0,-11.320,82.6,0.035,1.000,0.000,true,82736
692,1,55.0,0.0,-11.320,82.4,0.036,1.000,0.000,true,82850
693,1,55.0,0.0,-11.320,81.4,0.040,1.000,0.000,true,82962
694,1,55.0,0.0,-11.310,81.7,0.038,1.000,0.000,true,83076
695,1,55.0,0.0,-11.310,81.8,0.038,1.000,0.000,true,83181
696,1,55.0,0.0,-11.310,82.0,0.037,1.000,0.000,true,83289
697,1,55.0,0.0,-11.310,81.4,0.040,1.000,0.000,true,83404
698,1,55.0,0.0,-11.310,80.9,0.042,1.000,0.000,true,83513
699,1,55.0,0.0,-11.310,81.8,0.038,1.000,0.000,true,83626
700,1,55.0,0.0,-11.310,81.4,0.040,1.000,0.000,true,83735
701,1,55.0,0.0,-11.300,81.2,0.040,1.000,0.000,true,83848
702,1,55.0,0.0,-11.300,81.1,0.041,1.000,0.000,true,83958
703,1,55.0,0.0,-11.300,81.9,0.037,1.000,0.000,true,84069
704,1,55.0,0.0,-11.300,81.4,0.039,1.000,0.000,true,84181
705,1,55.0,0.0,-11.300,81.6,0.039,1.000,0.000,true,84289
706,1,55.0,0.0,-11.300,81.2,0.040,1.000,0.000,true,84399
707,1,55.0,0.0,-11.300,81.2,0.040,1.000,0.000,true,84510
708,1,55.0,0.0,-11.290,81.3,0.040,1.000,0.000,true,84624
709,1,55.0,0.0,-11.290,81.2,0.040,1.000,0.000,true,84729
710,1,55.0,0.0,-11.290,80.9,0.041,1.000,0.000,true,84849
711,1,55.0,0.0,-11.290,81.4,0.039,1.000,0.000,true,84964
712,1,55.0,0.0,-11.290,80.6,0.043,1.000,0.000,true,85075
713,1,55.0,0.0,-11.280,80.9,0.041,1.000,0.000,true,85860
714,1,55.0,0.0,-11.280,85.6,0.020,1.000,0.000,true,85981
715,1,55.0,0.0,-11.280,82.9,0.032,1.000,0.000,true,86055
716,1,55.0,0.0,-11.280,77.8,0.055,1.000,0.000,true,86166
717,1,55.0,0.0,-11.280,77.4,0.057,1.000,0.000,true,86282
718,1,55.0,0.0,-11.280,82.7,0.033,1.000,0.000,true,86400
719,1,55.0,0.0,-11.270,79.3,0.048,1.000,0.000,true,86516
720,1,55.0,0.0,-11.270,81.0,0.040,1.000,0.000,true,86626
721,1,55.0,0.0,-11.270,80.9,0.041,1.000,0.000,true,86735
722,1,55.0,0.0,-11.270,81.2,0.039,1.000,0.000,true,86846
723,1,55.0,0.0,-11.270,80.3,0.043,1.000,0.000,true,86958
724,1,55.0,0.0,-11.270,80.6,0.042,1.000,0.000,true,87066
