tick,lap,progress,speed,to_middle,moving_angle,steering,throttle,brake,collided,obs_count,obs_nearest_dist,target_speed,stuck_ticks,reverse_ticks,elapsed_ms
94,1,1.9,67.6,0.130,-0.3,0.003,1.000,0.000,false,0,-1.0,117.2,0,0,10166
95,1,1.9,69.3,0.120,-0.3,0.004,1.000,0.000,false,0,-1.0,117.2,0,0,10275
96,1,1.9,70.7,0.110,-0.4,0.006,1.000,0.000,false,0,-1.0,117.2,0,0,10384
97,1,1.9,72.4,0.090,-0.4,0.008,1.000,0.000,false,0,-1.0,117.2,0,0,10493
98,1,1.9,74.1,0.080,-0.3,0.008,1.000,0.000,false,0,-1.0,117.2,0,0,10606
99,1,2.3,75.7,0.050,-0.9,0.023,1.000,0.000,false,0,-1.0,111.6,0,0,10717
100,1,2.3,77.4,0.020,-0.8,0.025,1.000,0.000,false,0,-1.0,111.6,0,0,10829
101,1,2.3,79.0,-0.010,-0.6,0.025,1.000,0.000,false,0,-1.0,111.6,0,0,10940
102,1,2.3,80.6,-0.030,-0.4,0.025,1.000,0.000,false,0,-1.0,111.6,0,0,11049
103,1,2.7,82.0,-0.060,-1.4,0.048,0.826,0.000,false,0,-1.0,106.8,0,0,11160
104,1,2.7,83.6,-0.110,-1.2,0.050,0.772,0.000,false,0,-1.0,106.8,0,0,11273
105,1,2.7,85.2,-0.150,-0.8,0.048,0.720,0.000,false,0,-1.0,106.8,0,0,11383
106,1,2.7,86.7,-0.170,-0.4,0.045,0.670,0.000,false,0,-1.0,106.8,0,0,11495
107,1,3.1,88.1,-0.230,-1.8,0.075,0.544,0.000,false,0,-1.0,104.4,0,0,11605
108,1,3.1,89.4,-0.290,-1.3,0.074,0.501,0.000,false,0,-1.0,104.4,0,0,11714
109,1,3.1,90.5,-0.320,-0.6,0.068,0.464,0.000,false,0,-1.0,104.4,0,0,11824
110,1,3.1,91.1,-0.320,0.0,0.061,0.443,0.000,false,0,-1.0,104.4,0,0,11935
111,1,3.5,91.2,-0.430,-2.1,0.102,0.387,0.000,false,0,-1.0,102.8,0,0,12045
112,1,3.5,91.1,-0.490,-1.2,0.097,0.392,0.000,false,0,-1.0,102.8,0,0,12154
113,1,3.5,90.8,-0.500,-0.3,0.088,0.401,0.000,false,0,-1.0,102.8,0,0,12264
114,1,3.9,90.5,-0.560,-3.3,0.134,0.437,0.000,false,0,-1.0,103.6,0,0,12375
115,1,3.9,88.9,-0.660,-2.1,0.130,0.488,0.000,false,0,-1.0,103.6,0,0,12484
116,1,3.9,87.2,-0.700,-1.0,0.121,0.548,0.000,false,0,-1.0,103.6,0,0,12594
117,1,3.9,85.4,-0.700,0.2,0.109,0.605,0.000,false,0,-1.0,103.6,0,0,12703
118,1,4.3,83.8,-0.810,-4.3,0.172,0.713,0.000,false,0,-1.0,105.2,0,0,12813
119,1,4.3,82.3,-0.950,-3.0,0.170,0.764,0.000,false,0,-1.0,105.2,0,0,12922
120,1,4.3,81.1,-1.010,-1.6,0.160,0.805,0.000,false,0,-1.0,105.2,0,0,13030
121,1,4.3,79.8,-1.010,-0.1,0.145,0.847,0.000,false,0,-1.0,105.2,0,0,13139
122,1,4.7,78.8,-1.150,-6.0,0.215,0.988,0.000,false,0,-1.0,108.4,0,0,13252
123,1,4.7,78.6,-1.330,-4.2,0.211,0.994,0.000,false,0,-1.0,108.4,0,0,13359
124,1,4.7,78.8,-1.420,-2.1,0.195,0.986,0.000,false,0,-1.0,108.4,0,0,13468
125,1,4.7,78.9,-1.430,-0.2,0.174,0.983,0.000,false,0,-1.0,108.4,0,0,13578
126,1,5.0,79.6,-1.460,-4.8,0.218,1.000,0.000,false,0,-1.0,110.0,0,0,13689
127,1,5.0,79.8,-1.570,-2.5,0.202,1.000,0.000,false,0,-1.0,110.0,0,0,13796
128,1,5.0,81.0,-1.580,-0.2,0.175,0.968,0.000,false,0,-1.0,110.0,0,0,13908
129,1,5.0,81.8,-1.490,2.1,0.141,0.940,0.000,false,0,-1.0,110.0,0,0,14018
130,1,5.4,82.2,-1.390,-1.2,0.163,0.873,0.000,false,0,-1.0,108.4,0,0,14129
131,1,5.4,83.4,-1.350,0.8,0.136,0.834,0.000,false,0,-1.0,108.4,0,0,14238
132,1,5.4,84.5,-1.220,2.9,0.101,0.795,0.000,false,0,-1.0,108.4,0,0,14347
133,1,5.4,85.7,-1.000,4.7,0.063,0.756,0.000,false,0,-1.0,108.4,0,0,14460
134,1,5.8,86.9,-0.790,1.9,0.076,0.398,0.000,false,0,-1.0,98.8,0,0,14570
135,1,5.8,87.9,-0.630,3.3,0.047,0.362,0.000,false,0,-1.0,98.8,0,0,14679
136,1,5.8,88.1,-0.440,4.5,0.019,0.356,0.000,false,0,-1.0,98.8,0,0,14789
137,1,5.8,88.2,-0.180,5.4,-0.011,0.353,0.000,false,0,-1.0,98.8,0,0,14897
138,1,6.2,88.1,0.000,2.3,0.014,0.250,0.000,false,0,-1.0,95.6,0,0,15010
139,1,6.2,87.8,0.140,2.8,-0.003,0.260,0.000,false,0,-1.0,95.6,0,0,15123
140,1,6.2,86.9,0.290,3.2,-0.019,0.288,0.000,false,0,-1.0,95.6,0,0,15234
141,1,6.2,85.2,0.450,3.3,-0.034,0.348,0.000,false,0,-1.0,95.6,0,0,15342
142,1,6.6,83.6,0.440,-0.2,0.016,0.373,0.000,false,0,-1.0,94.8,0,0,15452
143,1,6.6,81.8,0.430,-0.3,0.017,0.433,0.000,false,0,-1.0,94.8,0,0,15565
144,1,6.6,80.1,0.420,-0.3,0.017,0.492,0.000,false,0,-1.0,94.8,0,0,15673
145,1,6.6,78.3,0.410,-0.2,0.016,0.548,0.000,false,0,-1.0,94.8,0,0,15784
146,1,7.0,76.7,0.260,-3.8,0.083,0.656,0.000,false,0,-1.0,96.4,0,0,15896
147,1,7.0,75.2,0.110,-3.6,0.094,0.707,0.000,false,0,-1.0,96.4,0,0,16006
148,1,7.0,74.0,-0.010,-3.1,0.099,0.747,0.000,false,0,-1.0,96.4,0,0,16115
149,1,7.0,72.7,-0.100,-2.5,0.101,0.789,0.000,false,0,-1.0,96.4,0,0,16223
150,1,7.4,71.6,-0.260,-6.0,0.175,0.879,0.000,false,0,-1.0,98.0,0,0,16334
151,1,7.4,70.8,-0.450,-5.0,0.182,0.908,0.000,false,0,-1.0,98.0,0,0,16444
152,1,7.4,70.5,-0.590,-3.6,0.180,0.918,0.000,false,0,-1.0,98.0,0,0,16553
153,1,7.4,71.0,-0.660,-2.0,0.169,0.900,0.000,false,0,-1.0,98.0,0,0,16663
154,1,7.4,70.9,-0.680,-0.4,0.153,0.904,0.000,false,0,-1.0,98.0,0,0,16772
155,1,7.8,71.9,-0.850,-5.6,0.236,1.000,0.000,false,0,-1.0,102.8,0,0,16884
156,1,7.8,72.6,-1.000,-3.7,0.228,1.000,0.000,false,0,-1.0,102.8,0,0,16994
157,1,7.8,73.2,-1.060,-1.6,0.210,0.988,0.000,false,0,-1.0,102.8,0,0,17111
158,1,7.8,74.4,-1.040,0.6,0.182,0.946,0.000,false,0,-1.0,102.8,0,0,17220
159,1,8.1,75.7,-1.280,-14.0,0.316,1.000,0.000,false,0,-1.0,115.6,0,0,17334
160,1,8.1,75.9,-1.760,-11.7,0.331,1.000,0.000,false,0,-1.0,115.6,0,0,17446
161,1,8.1,77.0,-2.130,-9.0,0.330,1.000,0.000,false,0,-1.0,115.6,0,0,17556
162,1,8.1,78.1,-2.390,-6.1,0.316,1.000,0.000,false,0,-1.0,115.6,0,0,17666
163,1,8.1,79.0,-2.510,-3.2,0.291,1.000,0.000,false,0,-1.0,115.6,0,0,17774
164,1,8.5,80.0,-2.880,-8.5,0.355,1.000,0.000,false,0,-1.0,122.0,0,0,17885
165,1,8.5,80.9,-3.100,-5.1,0.331,1.000,0.000,false,0,-1.0,122.0,0,0,17994
166,1,8.5,81.9,-3.170,-1.6,0.294,1.000,0.000,false,0,-1.0,122.0,0,0,18102
167,1,8.5,82.7,-3.110,1.6,0.252,1.000,0.000,false,0,-1.0,122.0,0,0,18212
168,1,8.9,83.7,-3.020,1.1,0.239,1.000,0.000,false,0,-1.0,124.4,0,0,18320
169,1,8.9,84.7,-2.810,4.5,0.184,1.000,0.000,false,0,-1.0,124.4,0,0,18433
170,1,8.9,85.8,-2.450,7.7,0.120,1.000,0.000,false,0,-1.0,124.4,0,0,18543
171,1,8.9,87.1,-1.950,10.6,0.048,1.000,0.000,false,0,-1.0,124.4,0,0,18652
172,1,9.3,88.5,-1.420,10.8,0.000,1.000,0.000,false,0,-1.0,126.0,0,0,18769
173,1,9.3,89.8,-0.900,12.7,-0.061,1.000,0.000,false,0,-1.0,126.0,0,0,18870
174,1,9.3,91.3,-0.210,14.0,-0.129,1.000,0.000,false,0,-1.0,126.0,0,0,18982
175,1,9.7,92.9,0.510,13.0,-0.175,1.000,0.000,false,0,-1.0,126.8,0,0,19093
176,1,9.7,94.4,1.160,12.9,-0.220,1.000,0.000,false,0,-1.0,126.8,0,0,19200
177,1,9.7,95.8,1.780,12.1,-0.253,1.000,0.000,false,0,-1.0,126.8,0,0,19311
178,1,9.7,97.0,2.270,10.8,-0.270,0.994,0.000,false,0,-1.0,126.8,0,0,19419
179,1,10.1,98.2,2.710,7.8,-0.265,0.954,0.000,false,0,-1.0,126.8,0,0,19531
180,1,10.1,99.3,3.010,5.6,-0.258,0.917,0.000,false,0,-1.0,126.8,0,0,19640
181,1,10.1,100.3,3.180,3.1,-0.239,0.884,0.000,false,0,-1.0,126.8,0,0,19752
182,1,10.5,101.2,3.180,-0.6,-0.200,0.852,0.000,false,0,-1.0,126.8,0,0,19862
183,1,10.5,102.2,3.000,-3.4,-0.156,0.822,0.000,false,0,-1.0,126.8,0,0,19971
184,1,10.5,103.0,2.710,-5.9,-0.109,0.795,0.000,false,0,-1.0,126.8,0,0,20083
185,1,10.9,103.9,2.240,-7.9,-0.049,0.708,0.000,false,0,-1.0,125.2,0,0,20193
186,1,10.9,105.0,1.650,-10.3,0.016,0.672,0.000,false,0,-1.0,125.2,0,0,20304
187,1,10.9,106.2,0.950,-12.3,0.084,0.634,0.000,false,0,-1.0,125.2,0,0,20414
188,1,11.2,107.4,0.140,-14.8,0.164,0.594,0.000,false,0,-1.0,125.2,0,0,20523
189,1,11.2,108.5,-0.770,-15.6,0.231,0.557,0.000,false,0,-1.0,125.2,0,0,20634
190,1,11.2,109.3,-1.550,-15.6,0.279,0.531,0.000,false,0,-1.0,125.2,0,0,20744
191,1,11.2,109.9,-2.430,-14.8,0.322,0.510,0.000,false,0,-1.0,125.2,0,0,20855
192,1,11.6,110.1,-3.270,-14.1,0.363,0.478,0.000,false,0,-1.0,124.4,0,0,20966
193,1,11.6,109.5,-3.980,-11.9,0.379,0.496,0.000,false,0,-1.0,124.4,0,0,21077
194,1,11.6,108.6,-4.520,-9.1,0.379,0.528,0.000,false,0,-1.0,124.4,0,0,21187
195,1,12.0,107.3,-4.920,-6.8,0.377,0.544,0.000,false,0,-1.0,123.6,0,0,21297
196,1,12.0,106.0,-5.100,-3.6,0.354,0.586,0.000,false,0,-1.0,123.6,0,0,21406
197,1,12.0,103.5,-5.110,-0.2,0.323,0.670,0.000,false,0,-1.0,123.6,0,0,21517
198,1,12.4,100.9,-4.950,2.7,0.290,0.729,0.000,false,0,-1.0,122.8,0,0,21626
199,1,12.4,98.5,-4.590,6.6,0.233,0.809,0.000,false,0,-1.0,122.8,0,0,21745
200,1,12.4,96.4,-4.010,10.5,0.162,0.881,0.000,false,0,-1.0,122.8,0,0,21845
201,1,12.8,94.8,-3.400,13.1,0.101,0.854,0.000,false,0,-1.0,120.4,0,0,21955
202,1,12.8,93.7,-2.560,16.5,0.011,0.889,0.000,false,0,-1.0,120.4,0,0,22064
203,1,12.8,93.5,-1.560,19.8,-0.095,0.896,0.000,false,0,-1.0,120.4,0,0,22175
204,1,12.8,93.4,-0.430,22.4,-0.206,0.900,0.000,false,0,-1.0,120.4,0,0,22288
205,1,13.2,94.0,0.730,22.9,-0.293,0.746,0.000,false,0,-1.0,116.4,0,0,22398
206,1,13.2,94.6,1.400,23.4,-0.347,0.728,0.000,false,0,-1.0,116.4,0,0,22508
207,1,13.2,94.6,2.890,22.7,-0.441,0.726,0.000,false,0,-1.0,116.4,0,0,22619
208,1,13.2,95.2,3.940,20.6,-0.482,0.708,0.000,false,0,-1.0,116.4,0,0,22728
209,1,13.6,95.3,4.790,16.5,-0.480,0.488,0.000,false,0,-1.0,110.0,0,0,22845
210,1,13.6,95.2,5.470,13.0,-0.478,0.494,0.000,false,0,-1.0,110.0,0,0,22947
211,1,13.6,94.7,5.890,9.3,-0.460,0.511,0.000,false,0,-1.0,110.0,0,0,23056
212,1,13.9,93.4,6.130,3.8,-0.408,0.340,0.000,false,0,-1.0,103.6,0,0,23165
213,1,13.9,92.0,6.130,-0.1,-0.370,0.388,0.000,false,0,-1.0,103.6,0,0,23275
214,1,13.9,90.3,5.850,-4.5,-0.312,0.444,0.000,false,0,-1.0,103.6,0,0,23386
215,1,13.9,87.8,5.370,-9.8,-0.236,0.527,0.000,false,0,-1.0,103.6,0,0,23495
216,1,14.3,85.4,4.590,-16.4,-0.115,0.527,0.000,false,0,-1.0,101.2,0,0,23607
217,1,14.3,83.3,3.630,-21.0,-0.009,0.597,0.000,false,0,-1.0,101.2,0,0,23716
218,1,14.3,81.7,2.680,-25.0,0.099,0.649,0.000,false,0,-1.0,101.2,0,0,23825
219,1,14.3,80.2,1.460,-28.4,0.230,0.699,0.000,false,0,-1.0,101.2,0,0,23935
220,1,14.7,78.9,0.510,-33.2,0.375,0.715,0.000,false,0,-1.0,100.4,0,0,24043
221,1,14.7,77.8,-1.210,-34.2,0.536,0.755,0.000,false,0,-1.0,100.4,0,0,24155
222,1,14.7,76.6,-2.540,-33.2,0.638,0.795,0.000,false,0,-1.0,100.4,0,0,24261
223,1,14.7,75.4,-3.760,-30.6,0.705,0.833,0.000,false,0,-1.0,100.4,0,0,24372
224,1,14.7,74.7,-4.680,-27.0,0.729,0.855,0.000,false,0,-1.0,100.4,0,0,24482
225,1,15.1,74.3,-5.660,-26.2,0.793,0.898,0.000,false,0,-1.0,101.2,0,0,24591
226,1,15.1,73.0,-6.480,-20.9,0.783,0.940,0.000,false,0,-1.0,101.2,0,0,24704
227,1,15.1,72.3,-7.080,-15.0,0.748,0.964,0.000,false,0,-1.0,101.2,0,0,24820
228,1,15.1,70.9,-7.410,-8.5,0.697,0.000,0.473,false,0,-1.0,52.0,0,0,24932
229,1,15.1,69.3,-7.480,-1.7,0.631,0.000,0.432,false,0,-1.0,52.0,0,0,25038
230,1,15.5,66.2,-7.500,-1.3,0.649,0.000,0.355,false,0,-1.0,52.0,0,0,25150
231,1,15.5,63.2,-7.360,4.0,0.599,1.000,0.000,false,0,-1.0,104.4,0,0,25259
232,1,15.5,61.4,-7.000,10.8,0.517,1.000,0.000,false,0,-1.0,104.4,0,0,25369
233,1,15.5,59.8,-6.510,16.6,0.438,1.000,0.000,false,0,-1.0,104.4,0,0,25485
234,1,15.5,57.4,-5.290,24.6,0.296,1.000,0.000,false,0,-1.0,104.4,0,0,25655
235,1,15.9,56.7,-4.500,22.9,0.252,1.000,0.000,false,0,-1.0,110.8,0,0,25754
236,1,15.9,56.3,-3.660,28.2,0.132,1.000,0.000,false,0,-1.0,110.8,0,0,25878
237,1,15.9,57.1,-2.700,32.5,-0.005,1.000,0.000,false,0,-1.0,110.8,0,0,25980
238,1,15.9,57.4,-1.660,35.2,-0.143,1.000,0.000,false,0,-1.0,110.8,0,0,26090
239,1,15.9,58.8,-0.580,36.5,-0.282,1.000,0.000,false,0,-1.0,110.8,0,0,26204
240,1,15.9,59.1,0.400,36.4,-0.395,1.000,0.000,false,0,-1.0,110.8,0,0,26309
241,1,15.9,60.5,1.480,35.0,-0.497,1.000,0.000,false,0,-1.0,110.8,0,0,26417
242,1,16.3,61.7,2.150,23.3,-0.454,1.000,0.000,false,0,-1.0,118.0,0,0,26526
243,1,16.3,62.8,2.830,20.3,-0.480,1.000,0.000,false,0,-1.0,118.0,0,0,26638
244,1,16.3,63.2,3.390,16.6,-0.485,1.000,0.000,false,0,-1.0,118.0,0,0,26748
245,1,16.3,64.2,3.820,12.5,-0.469,1.000,0.000,false,0,-1.0,118.0,0,0,26862
246,1,16.3,65.3,4.110,8.2,-0.438,1.000,0.000,false,0,-1.0,118.0,0,0,26974
247,1,16.7,66.3,4.130,-1.5,-0.338,1.000,0.000,false,0,-1.0,121.2,0,0,27081
248,1,16.7,67.4,3.920,-5.9,-0.269,1.000,0.000,false,0,-1.0,121.2,0,0,27190
249,1,16.7,68.5,3.610,-9.6,-0.201,1.000,0.000,false,0,-1.0,121.2,0,0,27299
250,1,16.7,69.8,3.120,-13.0,-0.120,1.000,0.000,false,0,-1.0,121.2,0,0,27412
251,1,16.7,71.3,2.510,-16.2,-0.029,1.000,0.000,false,0,-1.0,121.2,0,0,27523
252,1,17.0,72.8,1.690,-21.9,0.103,1.000,0.000,false,0,-1.0,122.8,0,0,27632
253,1,17.0,74.5,0.780,-23.4,0.205,1.000,0.000,false,0,-1.0,122.8,0,0,27742
254,1,17.0,76.3,-0.330,-23.7,0.309,1.000,0.000,false,0,-1.0,122.8,0,0,27869
255,1,17.0,77.6,-1.140,-23.0,0.372,1.000,0.000,false,0,-1.0,122.8,0,0,27977
256,1,17.4,79.0,-2.060,-23.7,0.452,1.000,0.000,false,0,-1.0,123.6,0,0,28087
257,1,17.4,80.1,-2.960,-21.2,0.491,1.000,0.000,false,0,-1.0,123.6,0,0,28204
258,1,17.4,81.1,-3.740,-18.0,0.508,1.000,0.000,false,0,-1.0,123.6,0,0,28318
259,1,17.4,81.8,-4.370,-14.2,0.505,1.000,0.000,false,0,-1.0,123.6,0,0,28431
